School Year,Division Number,Division Name,Subject,Test Level,Test Source,Test,Pass Advanced Count,Pass Proficient Count,Fail Count,Pass Count,Total Count,Pass Advanced Rate,Pass Proficient Rate,Fail Rate,Pass Rate,Average SOL Scaled Score
2005-2006,131,Williamsburg-James City County ,Mathematics,Grade 8,SOL,Mathematics,303,272,156,575,731,41.45,37.21,21.34,78.66,472
2005-2006,132,Winchester City ,Mathematics,Grade 3,SOL,Mathematics,115,109,30,224,254,45.28,42.91,11.81,88.19,488
2005-2006,132,Winchester City ,Mathematics,Grade 4,SOL,Mathematics,90,116,77,206,283,31.8,40.99,27.21,72.79,453
2005-2006,132,Winchester City ,Mathematics,Grade 5,SOL,Mathematics,110,84,57,194,251,43.82,33.47,22.71,77.29,471
2005-2006,132,Winchester City ,Mathematics,Grade 6,SOL,Mathematics,32,90,101,122,223,14.35,40.36,45.29,54.71,402
2005-2006,132,Winchester City ,Mathematics,Grade 7,SOL,Mathematics,49,91,93,140,233,21.03,39.06,39.91,60.09,422
2005-2006,132,Winchester City ,Mathematics,Grade 8,SOL,Mathematics,31,69,71,100,171,18.13,40.35,41.52,58.48,413
2005-2006,96,Wise County ,Mathematics,Grade 3,SOL,Mathematics,271,168,29,439,468,57.91,35.9,6.2,93.8,506
2005-2006,96,Wise County ,Mathematics,Grade 4,SOL,Mathematics,118,234,120,352,472,25,49.58,25.42,74.58,447
2005-2006,96,Wise County ,Mathematics,Grade 5,SOL,Mathematics,254,153,83,407,490,51.84,31.22,16.94,83.06,486
2005-2006,96,Wise County ,Mathematics,Grade 6,SOL,Mathematics,70,176,243,246,489,14.31,35.99,49.69,50.31,405
2005-2006,96,Wise County ,Mathematics,Grade 7,SOL,Mathematics,100,169,220,269,489,20.45,34.56,44.99,55.01,418
2005-2006,96,Wise County ,Mathematics,Grade 8,SOL,Mathematics,213,261,131,474,605,35.21,43.14,21.65,78.35,468
2005-2006,97,Wythe County ,Mathematics,Grade 3,SOL,Mathematics,131,129,29,260,289,45.33,44.64,10.03,89.97,485
2005-2006,97,Wythe County ,Mathematics,Grade 4,SOL,Mathematics,50,147,99,197,296,16.89,49.66,33.45,66.55,426
2005-2006,97,Wythe County ,Mathematics,Grade 5,SOL,Mathematics,95,113,83,208,291,32.65,38.83,28.52,71.48,450
2005-2006,97,Wythe County ,Mathematics,Grade 6,SOL,Mathematics,28,119,197,147,344,8.14,34.59,57.27,42.73,377
2005-2006,97,Wythe County ,Mathematics,Grade 7,SOL,Mathematics,54,89,167,143,310,17.42,28.71,53.87,46.13,399
2005-2006,97,Wythe County ,Mathematics,Grade 8,SOL,Mathematics,114,144,103,258,361,31.58,39.89,28.53,71.47,446
2005-2006,98,York County ,Mathematics,Grade 3,SOL,Mathematics,546,293,36,839,875,62.4,33.49,4.11,95.89,516
2005-2006,98,York County ,Mathematics,Grade 4,SOL,Mathematics,380,388,124,768,892,42.6,43.5,13.9,86.1,482
2005-2006,98,York County ,Mathematics,Grade 5,SOL,Mathematics,509,344,109,853,962,52.91,35.76,11.33,88.67,507
2005-2006,98,York County ,Mathematics,Grade 6,SOL,Mathematics,22,175,333,197,530,4.15,33.02,62.83,37.17,378
2005-2006,98,York County ,Mathematics,Grade 7,SOL,Mathematics,57,382,434,439,873,6.53,43.76,49.71,50.29,400
2005-2006,98,York County ,Mathematics,Grade 8,SOL,Mathematics,493,444,168,937,"1,105",44.62,40.18,15.2,84.8,484
2006-2007,1,Accomack County ,Mathematics,Grade 3,SOL,Mathematics,142,169,37,311,348,40.8,48.56,10.63,89.37,478
2006-2007,1,Accomack County ,Mathematics,Grade 4,SOL,Mathematics,113,145,67,258,325,34.77,44.62,20.62,79.38,460
2006-2007,1,Accomack County ,Mathematics,Grade 5,SOL,Mathematics,192,124,30,316,346,55.49,35.84,8.67,91.33,506
2006-2007,1,Accomack County ,Mathematics,Grade 6,SOL,Mathematics,42,134,142,176,318,13.21,42.14,44.65,55.35,412
2006-2007,1,Accomack County ,Mathematics,Grade 7,SOL,Mathematics,96,128,100,224,324,29.63,39.51,30.86,69.14,445
2006-2007,1,Accomack County ,Mathematics,Grade 8,SOL,Mathematics,160,155,101,315,416,38.46,37.26,24.28,75.72,463
2006-2007,2,Albemarle County ,Mathematics,Grade 3,SOL,Mathematics,495,311,98,806,904,54.76,34.4,10.84,89.16,497
2006-2007,2,Albemarle County ,Mathematics,Grade 4,SOL,Mathematics,407,335,120,742,862,47.22,38.86,13.92,86.08,489
2006-2007,2,Albemarle County ,Mathematics,Grade 5,SOL,Mathematics,534,241,70,775,845,63.2,28.52,8.28,91.72,520
2006-2007,2,Albemarle County ,Mathematics,Grade 6,SOL,Mathematics,185,284,245,469,714,25.91,39.78,34.31,65.69,432
2006-2007,2,Albemarle County ,Mathematics,Grade 7,SOL,Mathematics,128,152,243,280,523,24.47,29.06,46.46,53.54,418
2006-2007,2,Albemarle County ,Mathematics,Grade 8,SOL,Mathematics,304,323,176,627,803,37.86,40.22,21.92,78.08,465
2006-2007,101,Alexandria City ,Mathematics,Grade 3,SOL,Mathematics,352,354,121,706,827,42.56,42.81,14.63,85.37,482
2006-2007,101,Alexandria City ,Mathematics,Grade 4,SOL,Mathematics,245,286,201,531,732,33.47,39.07,27.46,72.54,457
2006-2007,101,Alexandria City ,Mathematics,Grade 5,SOL,Mathematics,315,257,112,572,684,46.05,37.57,16.37,83.63,490
2006-2007,101,Alexandria City ,Mathematics,Grade 6,SOL,Mathematics,59,198,295,257,552,10.69,35.87,53.44,46.56,389
2006-2007,101,Alexandria City ,Mathematics,Grade 7,SOL,Mathematics,52,187,362,239,601,8.65,31.11,60.23,39.77,385
2006-2007,101,Alexandria City ,Mathematics,Grade 8,SOL,Mathematics,149,259,296,408,704,21.16,36.79,42.05,57.95,417
2006-2007,3,Alleghany County ,Mathematics,Grade 3,SOL,Mathematics,83,121,23,204,227,36.56,53.3,10.13,89.87,480
2006-2007,3,Alleghany County ,Mathematics,Grade 4,SOL,Mathematics,93,102,40,195,235,39.57,43.4,17.02,82.98,478
2006-2007,3,Alleghany County ,Mathematics,Grade 5,SOL,Mathematics,114,75,20,189,209,54.55,35.89,9.57,90.43,507
2006-2007,3,Alleghany County ,Mathematics,Grade 6,SOL,Mathematics,69,93,58,162,220,31.36,42.27,26.36,73.64,454
2006-2007,3,Alleghany County ,Mathematics,Grade 7,SOL,Mathematics,16,68,57,84,141,11.35,48.23,40.43,59.57,408
2006-2007,3,Alleghany County ,Mathematics,Grade 8,SOL,Mathematics,92,59,36,151,187,49.2,31.55,19.25,80.75,489
2006-2007,4,Amelia County ,Mathematics,Grade 3,SOL,Mathematics,62,47,10,109,119,52.1,39.5,8.4,91.6,500
2006-2007,4,Amelia County ,Mathematics,Grade 4,SOL,Mathematics,47,52,34,99,133,35.34,39.1,25.56,74.44,459
2006-2007,4,Amelia County ,Mathematics,Grade 5,SOL,Mathematics,63,35,14,98,112,56.25,31.25,12.5,87.5,502
2006-2007,4,Amelia County ,Mathematics,Grade 6,SOL,Mathematics,16,30,65,46,111,14.41,27.03,58.56,41.44,394
2006-2007,4,Amelia County ,Mathematics,Grade 7,SOL,Mathematics,1,21,83,22,105,0.95,20,79.05,20.95,358
2006-2007,4,Amelia County ,Mathematics,Grade 8,SOL,Mathematics,29,55,38,84,122,23.77,45.08,31.15,68.85,442
2006-2007,5,Amherst County ,Mathematics,Grade 3,SOL,Mathematics,135,158,32,293,325,41.54,48.62,9.85,90.15,488
2006-2007,5,Amherst County ,Mathematics,Grade 4,SOL,Mathematics,104,135,84,239,323,32.2,41.8,26.01,73.99,458
2006-2007,5,Amherst County ,Mathematics,Grade 5,SOL,Mathematics,179,112,44,291,335,53.43,33.43,13.13,86.87,499
2006-2007,5,Amherst County ,Mathematics,Grade 6,SOL,Mathematics,13,92,164,105,269,4.83,34.2,60.97,39.03,381
2006-2007,5,Amherst County ,Mathematics,Grade 7,SOL,Mathematics,50,136,201,186,387,12.92,35.14,51.94,48.06,403
2006-2007,5,Amherst County ,Mathematics,Grade 8,SOL,Mathematics,119,154,78,273,351,33.9,43.87,22.22,77.78,464
2006-2007,6,Appomattox County ,Mathematics,Grade 3,SOL,Mathematics,82,58,5,140,145,56.55,40,3.45,96.55,509
2006-2007,6,Appomattox County ,Mathematics,Grade 4,SOL,Mathematics,88,66,14,154,168,52.38,39.29,8.33,91.67,496
2006-2007,6,Appomattox County ,Mathematics,Grade 5,SOL,Mathematics,126,40,5,166,171,73.68,23.39,2.92,97.08,545
2006-2007,6,Appomattox County ,Mathematics,Grade 6,SOL,Mathematics,31,54,68,85,153,20.26,35.29,44.44,55.56,422
2006-2007,6,Appomattox County ,Mathematics,Grade 7,SOL,Mathematics,24,61,52,85,137,17.52,44.53,37.96,62.04,425
2006-2007,6,Appomattox County ,Mathematics,Grade 8,SOL,Mathematics,77,67,27,144,171,45.03,39.18,15.79,84.21,480
2006-2007,7,Arlington County ,Mathematics,Grade 3,SOL,Mathematics,717,447,127,"1,164","1,291",55.54,34.62,9.84,90.16,507
2006-2007,7,Arlington County ,Mathematics,Grade 4,SOL,Mathematics,581,492,207,"1,073","1,280",45.39,38.44,16.17,83.83,483
2006-2007,7,Arlington County ,Mathematics,Grade 5,SOL,Mathematics,680,422,151,"1,102","1,253",54.27,33.68,12.05,87.95,505
2006-2007,7,Arlington County ,Mathematics,Grade 6,SOL,Mathematics,82,284,346,366,712,11.52,39.89,48.6,51.4,398
2006-2007,7,Arlington County ,Mathematics,Grade 7,SOL,Mathematics,201,328,450,529,979,20.53,33.5,45.97,54.03,418
2006-2007,7,Arlington County ,Mathematics,Grade 8,SOL,Mathematics,459,345,260,804,"1,064",43.14,32.42,24.44,75.56,468
2006-2007,8,Augusta County ,Mathematics,Grade 3,SOL,Mathematics,365,324,100,689,789,46.26,41.06,12.67,87.33,485
2006-2007,8,Augusta County ,Mathematics,Grade 4,SOL,Mathematics,280,327,142,607,749,37.38,43.66,18.96,81.04,470
2006-2007,8,Augusta County ,Mathematics,Grade 5,SOL,Mathematics,375,310,100,685,785,47.77,39.49,12.74,87.26,494
2006-2007,8,Augusta County ,Mathematics,Grade 6,SOL,Mathematics,181,329,333,510,843,21.47,39.03,39.5,60.5,425
2006-2007,8,Augusta County ,Mathematics,Grade 7,SOL,Mathematics,183,280,356,463,819,22.34,34.19,43.47,56.53,418
2006-2007,8,Augusta County ,Mathematics,Grade 8,SOL,Mathematics,355,298,202,653,855,41.52,34.85,23.63,76.37,468
2006-2007,9,Bath County ,Mathematics,Grade 3,SOL,Mathematics,28,23,2,51,53,52.83,43.4,3.77,96.23,500
2006-2007,9,Bath County ,Mathematics,Grade 4,SOL,Mathematics,25,11,3,36,39,64.1,28.21,7.69,92.31,525
2006-2007,9,Bath County ,Mathematics,Grade 5,SOL,Mathematics,27,21,11,48,59,45.76,35.59,18.64,81.36,495
2006-2007,9,Bath County ,Mathematics,Grade 6,SOL,Mathematics,11,23,25,34,59,18.64,38.98,42.37,57.63,418
2006-2007,9,Bath County ,Mathematics,Grade 7,SOL,Mathematics,17,31,20,48,68,25,45.59,29.41,70.59,445
2006-2007,9,Bath County ,Mathematics,Grade 8,SOL,Mathematics,31,18,16,49,65,47.69,27.69,24.62,75.38,470
2006-2007,10,Bedford County ,Mathematics,Grade 3,SOL,Mathematics,387,338,94,725,819,47.25,41.27,11.48,88.52,486
2006-2007,10,Bedford County ,Mathematics,Grade 4,SOL,Mathematics,260,411,153,671,824,31.55,49.88,18.57,81.43,463
2006-2007,10,Bedford County ,Mathematics,Grade 5,SOL,Mathematics,402,333,101,735,836,48.09,39.83,12.08,87.92,497
2006-2007,10,Bedford County ,Mathematics,Grade 6,SOL,Mathematics,147,362,310,509,819,17.95,44.2,37.85,62.15,425
2006-2007,10,Bedford County ,Mathematics,Grade 7,SOL,Mathematics,51,196,325,247,572,8.92,34.27,56.82,43.18,382
2006-2007,10,Bedford County ,Mathematics,Grade 8,SOL,Mathematics,367,309,180,676,856,42.87,36.1,21.03,78.97,471
2006-2007,11,Bland County ,Mathematics,Grade 3,SOL,Mathematics,24,32,13,56,69,34.78,46.38,18.84,81.16,463
2006-2007,11,Bland County ,Mathematics,Grade 4,SOL,Mathematics,28,34,6,62,68,41.18,50,8.82,91.18,481
2006-2007,11,Bland County ,Mathematics,Grade 5,SOL,Mathematics,10,32,24,42,66,15.15,48.48,36.36,63.64,425
2006-2007,11,Bland County ,Mathematics,Grade 6,SOL,Mathematics,9,24,33,33,66,13.64,36.36,50,50,401
2006-2007,11,Bland County ,Mathematics,Grade 7,SOL,Mathematics,21,24,15,45,60,35,40,25,75,456
2006-2007,11,Bland County ,Mathematics,Grade 8,SOL,Mathematics,24,29,22,53,75,32,38.67,29.33,70.67,446
2006-2007,12,Botetourt County ,Mathematics,Grade 3,SOL,Mathematics,210,156,25,366,391,53.71,39.9,6.39,93.61,503
2006-2007,12,Botetourt County ,Mathematics,Grade 4,SOL,Mathematics,142,159,46,301,347,40.92,45.82,13.26,86.74,476
2006-2007,12,Botetourt County ,Mathematics,Grade 5,SOL,Mathematics,201,142,39,343,382,52.62,37.17,10.21,89.79,504
2006-2007,12,Botetourt County ,Mathematics,Grade 6,SOL,Mathematics,76,149,119,225,344,22.09,43.31,34.59,65.41,438
2006-2007,12,Botetourt County ,Mathematics,Grade 7,SOL,Mathematics,18,118,101,136,237,7.59,49.79,42.62,57.38,413
2006-2007,12,Botetourt County ,Mathematics,Grade 8,SOL,Mathematics,212,133,54,345,399,53.13,33.33,13.53,86.47,493
2006-2007,102,Bristol City ,Mathematics,Grade 3,SOL,Mathematics,63,81,19,144,163,38.65,49.69,11.66,88.34,473
2006-2007,102,Bristol City ,Mathematics,Grade 4,SOL,Mathematics,40,81,40,121,161,24.84,50.31,24.84,75.16,449
2006-2007,102,Bristol City ,Mathematics,Grade 5,SOL,Mathematics,96,57,14,153,167,57.49,34.13,8.38,91.62,514
2006-2007,102,Bristol City ,Mathematics,Grade 6,SOL,Mathematics,29,58,70,87,157,18.47,36.94,44.59,55.41,415
2006-2007,102,Bristol City ,Mathematics,Grade 7,SOL,Mathematics,31,81,66,112,178,17.42,45.51,37.08,62.92,422
2006-2007,102,Bristol City ,Mathematics,Grade 8,SOL,Mathematics,59,73,21,132,153,38.56,47.71,13.73,86.27,472
2006-2007,13,Brunswick County ,Mathematics,Grade 3,SOL,Mathematics,54,84,19,138,157,34.39,53.5,12.1,87.9,466
2006-2007,13,Brunswick County ,Mathematics,Grade 4,SOL,Mathematics,29,68,56,97,153,18.95,44.44,36.6,63.4,431
2006-2007,13,Brunswick County ,Mathematics,Grade 5,SOL,Mathematics,65,77,25,142,167,38.92,46.11,14.97,85.03,473
2006-2007,13,Brunswick County ,Mathematics,Grade 6,SOL,Mathematics,16,45,86,61,147,10.88,30.61,58.5,41.5,387
2006-2007,13,Brunswick County ,Mathematics,Grade 7,SOL,Mathematics,0,28,97,28,125,0,22.4,77.6,22.4,355
2006-2007,13,Brunswick County ,Mathematics,Grade 8,SOL,Mathematics,80,61,41,141,182,43.96,33.52,22.53,77.47,467
2006-2007,14,Buchanan County ,Mathematics,Grade 3,SOL,Mathematics,81,102,28,183,211,38.39,48.34,13.27,86.73,476
2006-2007,14,Buchanan County ,Mathematics,Grade 4,SOL,Mathematics,82,107,44,189,233,35.19,45.92,18.88,81.12,466
2006-2007,14,Buchanan County ,Mathematics,Grade 5,SOL,Mathematics,89,92,41,181,222,40.09,41.44,18.47,81.53,479
2006-2007,14,Buchanan County ,Mathematics,Grade 6,SOL,Mathematics,23,107,100,130,230,10,46.52,43.48,56.52,409
2006-2007,14,Buchanan County ,Mathematics,Grade 7,SOL,Mathematics,48,70,81,118,199,24.12,35.18,40.7,59.3,428
2006-2007,14,Buchanan County ,Mathematics,Grade 8,SOL,Mathematics,104,100,49,204,253,41.11,39.53,19.37,80.63,472
2006-2007,15,Buckingham County ,Mathematics,Grade 3,SOL,Mathematics,57,61,21,118,139,41.01,43.88,15.11,84.89,479
2006-2007,15,Buckingham County ,Mathematics,Grade 4,SOL,Mathematics,35,53,42,88,130,26.92,40.77,32.31,67.69,440
2006-2007,15,Buckingham County ,Mathematics,Grade 5,SOL,Mathematics,78,34,8,112,120,65,28.33,6.67,93.33,527
2006-2007,15,Buckingham County ,Mathematics,Grade 6,SOL,Mathematics,11,61,86,72,158,6.96,38.61,54.43,45.57,387
2006-2007,15,Buckingham County ,Mathematics,Grade 7,SOL,Mathematics,28,40,81,68,149,18.79,26.85,54.36,45.64,405
2006-2007,15,Buckingham County ,Mathematics,Grade 8,SOL,Mathematics,61,81,48,142,190,32.11,42.63,25.26,74.74,458
2006-2007,103,Buena Vista City ,Mathematics,Grade 3,SOL,Mathematics,28,47,6,75,81,34.57,58.02,7.41,92.59,472
2006-2007,103,Buena Vista City ,Mathematics,Grade 4,SOL,Mathematics,21,50,22,71,93,22.58,53.76,23.66,76.34,453
2006-2007,103,Buena Vista City ,Mathematics,Grade 5,SOL,Mathematics,43,32,7,75,82,52.44,39.02,8.54,91.46,502
2006-2007,103,Buena Vista City ,Mathematics,Grade 6,SOL,Mathematics,17,25,41,42,83,20.48,30.12,49.4,50.6,415
2006-2007,103,Buena Vista City ,Mathematics,Grade 7,SOL,Mathematics,20,39,27,59,86,23.26,45.35,31.4,68.6,430
2006-2007,103,Buena Vista City ,Mathematics,Grade 8,SOL,Mathematics,19,45,21,64,85,22.35,52.94,24.71,75.29,449
2006-2007,16,Campbell County ,Mathematics,Grade 3,SOL,Mathematics,266,252,70,518,588,45.24,42.86,11.9,88.1,486
2006-2007,16,Campbell County ,Mathematics,Grade 4,SOL,Mathematics,179,272,117,451,568,31.51,47.89,20.6,79.4,461
2006-2007,16,Campbell County ,Mathematics,Grade 5,SOL,Mathematics,258,230,71,488,559,46.15,41.14,12.7,87.3,492
2006-2007,16,Campbell County ,Mathematics,Grade 6,SOL,Mathematics,108,251,310,359,669,16.14,37.52,46.34,53.66,412
2006-2007,16,Campbell County ,Mathematics,Grade 7,SOL,Mathematics,124,245,300,369,669,18.54,36.62,44.84,55.16,416
2006-2007,16,Campbell County ,Mathematics,Grade 8,SOL,Mathematics,321,254,147,575,722,44.46,35.18,20.36,79.64,476
2006-2007,17,Caroline County ,Mathematics,Grade 3,SOL,Mathematics,114,114,44,228,272,41.91,41.91,16.18,83.82,481
2006-2007,17,Caroline County ,Mathematics,Grade 4,SOL,Mathematics,53,147,86,200,286,18.53,51.4,30.07,69.93,439
2006-2007,17,Caroline County ,Mathematics,Grade 5,SOL,Mathematics,116,130,58,246,304,38.16,42.76,19.08,80.92,476
2006-2007,17,Caroline County ,Mathematics,Grade 6,SOL,Mathematics,30,87,157,117,274,10.95,31.75,57.3,42.7,389
2006-2007,17,Caroline County ,Mathematics,Grade 7,SOL,Mathematics,2,43,181,45,226,0.88,19.03,80.09,19.91,344
2006-2007,17,Caroline County ,Mathematics,Grade 8,SOL,Mathematics,62,127,97,189,286,21.68,44.41,33.92,66.08,427
2006-2007,18,Carroll County ,Mathematics,Grade 3,SOL,Mathematics,143,124,21,267,288,49.65,43.06,7.29,92.71,494
2006-2007,18,Carroll County ,Mathematics,Grade 4,SOL,Mathematics,98,144,62,242,304,32.24,47.37,20.39,79.61,461
2006-2007,18,Carroll County ,Mathematics,Grade 5,SOL,Mathematics,158,89,42,247,289,54.67,30.8,14.53,85.47,502
2006-2007,18,Carroll County ,Mathematics,Grade 6,SOL,Mathematics,44,92,163,136,299,14.72,30.77,54.52,45.48,403
2006-2007,18,Carroll County ,Mathematics,Grade 7,SOL,Mathematics,19,99,133,118,251,7.57,39.44,52.99,47.01,396
2006-2007,18,Carroll County ,Mathematics,Grade 8,SOL,Mathematics,110,128,58,238,296,37.16,43.24,19.59,80.41,465
2006-2007,19,Charles City County ,Mathematics,Grade 3,SOL,Mathematics,20,38,14,58,72,27.78,52.78,19.44,80.56,458
2006-2007,19,Charles City County ,Mathematics,Grade 4,SOL,Mathematics,10,18,21,28,49,20.41,36.73,42.86,57.14,420
2006-2007,19,Charles City County ,Mathematics,Grade 5,SOL,Mathematics,8,27,10,35,45,17.78,60,22.22,77.78,450
2006-2007,19,Charles City County ,Mathematics,Grade 6,SOL,Mathematics,5,16,42,21,63,7.94,25.4,66.67,33.33,380
2006-2007,19,Charles City County ,Mathematics,Grade 7,SOL,Mathematics,0,15,30,15,45,0,33.33,66.67,33.33,374
2006-2007,19,Charles City County ,Mathematics,Grade 8,SOL,Mathematics,14,37,23,51,74,18.92,50,31.08,68.92,437
2006-2007,20,Charlotte County ,Mathematics,Grade 3,SOL,Mathematics,61,64,7,125,132,46.21,48.48,5.3,94.7,496
2006-2007,20,Charlotte County ,Mathematics,Grade 4,SOL,Mathematics,67,56,24,123,147,45.58,38.1,16.33,83.67,482
2006-2007,20,Charlotte County ,Mathematics,Grade 5,SOL,Mathematics,80,56,15,136,151,52.98,37.09,9.93,90.07,497
2006-2007,20,Charlotte County ,Mathematics,Grade 6,SOL,Mathematics,31,62,63,93,156,19.87,39.74,40.38,59.62,424
2006-2007,20,Charlotte County ,Mathematics,Grade 7,SOL,Mathematics,10,71,61,81,142,7.04,50,42.96,57.04,408
2006-2007,20,Charlotte County ,Mathematics,Grade 8,SOL,Mathematics,45,81,22,126,148,30.41,54.73,14.86,85.14,467
2006-2007,104,Charlottesville City ,Mathematics,Grade 3,SOL,Mathematics,131,112,29,243,272,48.16,41.18,10.66,89.34,498
2006-2007,104,Charlottesville City ,Mathematics,Grade 4,SOL,Mathematics,104,112,59,216,275,37.82,40.73,21.45,78.55,467
2006-2007,104,Charlottesville City ,Mathematics,Grade 5,SOL,Mathematics,138,84,33,222,255,54.12,32.94,12.94,87.06,500
2006-2007,104,Charlottesville City ,Mathematics,Grade 6,SOL,Mathematics,82,76,90,158,248,33.06,30.65,36.29,63.71,448
2006-2007,104,Charlottesville City ,Mathematics,Grade 7,SOL,Mathematics,78,75,128,153,281,27.76,26.69,45.55,54.45,425
2006-2007,104,Charlottesville City ,Mathematics,Grade 8,SOL,Mathematics,91,82,110,173,283,32.16,28.98,38.87,61.13,436
2006-2007,136,Chesapeake City ,Mathematics,Grade 3,SOL,Mathematics,"1,512","1,031",181,"2,543","2,724",55.51,37.85,6.64,93.36,502
2006-2007,136,Chesapeake City ,Mathematics,Grade 4,SOL,Mathematics,"1,257","1,140",329,"2,397","2,726",46.11,41.82,12.07,87.93,487
2006-2007,136,Chesapeake City ,Mathematics,Grade 5,SOL,Mathematics,"1,650",987,206,"2,637","2,843",58.04,34.72,7.25,92.75,513
2006-2007,136,Chesapeake City ,Mathematics,Grade 6,SOL,Mathematics,566,"1,364",833,"1,930","2,763",20.48,49.37,30.15,69.85,436
2006-2007,136,Chesapeake City ,Mathematics,Grade 7,SOL,Mathematics,332,835,854,"1,167","2,021",16.43,41.32,42.26,57.74,418
2006-2007,136,Chesapeake City ,Mathematics,Grade 8,SOL,Mathematics,"1,566","1,232",505,"2,798","3,303",47.41,37.3,15.29,84.71,487
2006-2007,21,Chesterfield County ,Mathematics,Grade 3,SOL,Mathematics,"2,236","1,639",316,"3,875","4,191",53.35,39.11,7.54,92.46,499
2006-2007,21,Chesterfield County ,Mathematics,Grade 4,SOL,Mathematics,"1,645","1,874",592,"3,519","4,111",40.01,45.59,14.4,85.6,477
2006-2007,21,Chesterfield County ,Mathematics,Grade 5,SOL,Mathematics,"1,395","1,353",308,"2,748","3,056",45.65,44.27,10.08,89.92,492
2006-2007,21,Chesterfield County ,Mathematics,Grade 6,SOL,Mathematics,878,"1,802","1,198","2,680","3,878",22.64,46.47,30.89,69.11,436
2006-2007,21,Chesterfield County ,Mathematics,Grade 7,SOL,Mathematics,860,978,938,"1,838","2,776",30.98,35.23,33.79,66.21,443
2006-2007,21,Chesterfield County ,Mathematics,Grade 8,SOL,Mathematics,"2,337","2,020","1,164","4,357","5,521",42.33,36.59,21.08,78.92,471
2006-2007,22,Clarke County ,Mathematics,Grade 3,SOL,Mathematics,81,55,24,136,160,50.63,34.38,15,85,485
2006-2007,22,Clarke County ,Mathematics,Grade 4,SOL,Mathematics,52,65,26,117,143,36.36,45.45,18.18,81.82,468
2006-2007,22,Clarke County ,Mathematics,Grade 5,SOL,Mathematics,89,56,14,145,159,55.97,35.22,8.81,91.19,504
2006-2007,22,Clarke County ,Mathematics,Grade 6,SOL,Mathematics,27,94,48,121,169,15.98,55.62,28.4,71.6,434
2006-2007,22,Clarke County ,Mathematics,Grade 7,SOL,Mathematics,48,46,73,94,167,28.74,27.54,43.71,56.29,419
2006-2007,22,Clarke County ,Mathematics,Grade 8,SOL,Mathematics,67,51,48,118,166,40.36,30.72,28.92,71.08,464
2006-2007,202,Colonial Beach ,Mathematics,Grade 3,SOL,Mathematics,14,23,6,37,43,32.56,53.49,13.95,86.05,463
2006-2007,202,Colonial Beach ,Mathematics,Grade 4,SOL,Mathematics,5,22,9,27,36,13.89,61.11,25,75,435
2006-2007,202,Colonial Beach ,Mathematics,Grade 5,SOL,Mathematics,7,16,13,23,36,19.44,44.44,36.11,63.89,424
2006-2007,202,Colonial Beach ,Mathematics,Grade 6,SOL,Mathematics,4,14,22,18,40,10,35,55,45,396
2006-2007,202,Colonial Beach ,Mathematics,Grade 7,SOL,Mathematics,3,12,24,15,39,7.69,30.77,61.54,38.46,388
2006-2007,202,Colonial Beach ,Mathematics,Grade 8,SOL,Mathematics,9,18,20,27,47,19.15,38.3,42.55,57.45,414
2006-2007,106,Colonial Heights City ,Mathematics,Grade 3,SOL,Mathematics,106,95,15,201,216,49.07,43.98,6.94,93.06,492
2006-2007,106,Colonial Heights City ,Mathematics,Grade 4,SOL,Mathematics,83,87,30,170,200,41.5,43.5,15,85,476
2006-2007,106,Colonial Heights City ,Mathematics,Grade 5,SOL,Mathematics,109,80,15,189,204,53.43,39.22,7.35,92.65,504
2006-2007,106,Colonial Heights City ,Mathematics,Grade 6,SOL,Mathematics,51,85,106,136,242,21.07,35.12,43.8,56.2,421
2006-2007,106,Colonial Heights City ,Mathematics,Grade 7,SOL,Mathematics,44,80,89,124,213,20.66,37.56,41.78,58.22,427
2006-2007,106,Colonial Heights City ,Mathematics,Grade 8,SOL,Mathematics,58,108,68,166,234,24.79,46.15,29.06,70.94,448
2006-2007,107,Covington City ,Mathematics,Grade 3,SOL,Mathematics,35,16,0,51,51,68.63,31.37,0,100,532
2006-2007,107,Covington City ,Mathematics,Grade 4,SOL,Mathematics,16,21,16,37,53,30.19,39.62,30.19,69.81,445
2006-2007,107,Covington City ,Mathematics,Grade 5,SOL,Mathematics,21,37,18,58,76,27.63,48.68,23.68,76.32,451
2006-2007,107,Covington City ,Mathematics,Grade 6,SOL,Mathematics,1,9,44,10,54,1.85,16.67,81.48,18.52,348
2006-2007,107,Covington City ,Mathematics,Grade 7,SOL,Mathematics,3,15,50,18,68,4.41,22.06,73.53,26.47,356
2006-2007,107,Covington City ,Mathematics,Grade 8,SOL,Mathematics,13,19,20,32,52,25,36.54,38.46,61.54,418
2006-2007,23,Craig County ,Mathematics,Grade 3,SOL,Mathematics,16,25,7,41,48,33.33,52.08,14.58,85.42,460
2006-2007,23,Craig County ,Mathematics,Grade 4,SOL,Mathematics,3,27,18,30,48,6.25,56.25,37.5,62.5,415
2006-2007,23,Craig County ,Mathematics,Grade 5,SOL,Mathematics,11,27,12,38,50,22,54,24,76,458
2006-2007,23,Craig County ,Mathematics,Grade 6,SOL,Mathematics,5,19,29,24,53,9.43,35.85,54.72,45.28,399
2006-2007,23,Craig County ,Mathematics,Grade 7,SOL,Mathematics,0,10,28,10,38,0,26.32,73.68,26.32,342
2006-2007,23,Craig County ,Mathematics,Grade 8,SOL,Mathematics,12,22,24,34,58,20.69,37.93,41.38,58.62,428
