"School Year","Division Number","Division Name","Subject","Race","Test Level","Test Source","Test","Pass Advanced Count","Pass Proficient Count","Fail Count","Pass Count","Total Count","Pass Advanced Rate","Pass Proficient Rate","Fail Rate","Pass Rate","Average SOL Scaled Score"
"2005-2006","59","Middlesex County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","2","8","4","10","14","14.29","57.14","28.57","71.43","452"
"2005-2006","59","Middlesex County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","418"
"2005-2006","59","Middlesex County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","1","18","7","19","26","3.85","69.23","26.92","73.08","423"
"2005-2006","59","Middlesex County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","8","24","2","32","34","23.53","70.59","5.88","94.12","473"
"2005-2006","59","Middlesex County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","3","14","4","17","21","14.29","66.67","19.05","80.95","446"
"2005-2006","60","Montgomery County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","12","14","13","26","39","30.77","35.90","33.33","66.67","440"
"2005-2006","60","Montgomery County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","9","22","9","31","40","22.50","55.00","22.50","77.50","441"
"2005-2006","60","Montgomery County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","8","16","13","24","37","21.62","43.24","35.14","64.86","435"
"2005-2006","60","Montgomery County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","8","14","13","22","35","22.86","40.00","37.14","62.86","433"
"2005-2006","60","Montgomery County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","5","15","18","20","38","13.16","39.47","47.37","52.63","409"
"2005-2006","60","Montgomery County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","8","29","17","37","54","14.81","53.70","31.48","68.52","417"
"2005-2006","62","Nelson County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","3","12","2","15","17","17.65","70.59","11.76","88.24","433"
"2005-2006","62","Nelson County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","8","14","4","22","26","30.77","53.85","15.38","84.62","457"
"2005-2006","62","Nelson County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","8","11","3","19","22","36.36","50.00","13.64","86.36","474"
"2005-2006","62","Nelson County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","3","19","8","22","30","10.00","63.33","26.67","73.33","433"
"2005-2006","62","Nelson County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","4","15","4","19","23","17.39","65.22","17.39","82.61","435"
"2005-2006","62","Nelson County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","2","19","8","21","29","6.90","65.52","27.59","72.41","427"
"2005-2006","63","New Kent County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","3","5","5","8","13","23.08","38.46","38.46","61.54","447"
"2005-2006","63","New Kent County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","9","17","5","26","31","29.03","54.84","16.13","83.87","456"
"2005-2006","63","New Kent County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","4","16","4","20","24","16.67","66.67","16.67","83.33","456"
"2005-2006","63","New Kent County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","7","17","11","24","35","20.00","48.57","31.43","68.57","444"
"2005-2006","63","New Kent County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","8","21","8","29","37","21.62","56.76","21.62","78.38","458"
"2005-2006","63","New Kent County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","7","19","13","26","39","17.95","48.72","33.33","66.67","428"
"2005-2006","117","Newport News City","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","313","594","289","907","1,196","26.17","49.67","24.16","75.84","446"
"2005-2006","117","Newport News City","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","338","689","234","1,027","1,261","26.80","54.64","18.56","81.44","456"
"2005-2006","117","Newport News City","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","185","708","366","893","1,259","14.69","56.24","29.07","70.93","437"
"2005-2006","117","Newport News City","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","170","699","448","869","1,317","12.91","53.08","34.02","65.98","429"
"2005-2006","117","Newport News City","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","220","691","480","911","1,391","15.82","49.68","34.51","65.49","430"
"2005-2006","117","Newport News City","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","128","677","513","805","1,318","9.71","51.37","38.92","61.08","417"
"2005-2006","118","Norfolk City","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","402","905","430","1,307","1,737","23.14","52.10","24.76","75.24","443"
"2005-2006","118","Norfolk City","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","542","960","262","1,502","1,764","30.73","54.42","14.85","85.15","466"
"2005-2006","118","Norfolk City","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","288","1,085","335","1,373","1,708","16.86","63.52","19.61","80.39","452"
"2005-2006","118","Norfolk City","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","218","1,010","580","1,228","1,808","12.06","55.86","32.08","67.92","430"
"2005-2006","118","Norfolk City","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","271","914","623","1,185","1,808","14.99","50.55","34.46","65.54","428"
"2005-2006","118","Norfolk City","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","214","889","464","1,103","1,567","13.66","56.73","29.61","70.39","430"
"2005-2006","65","Northampton County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","12","27","22","39","61","19.67","44.26","36.07","63.93","420"
"2005-2006","65","Northampton County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","18","29","16","47","63","28.57","46.03","25.40","74.60","453"
"2005-2006","65","Northampton County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","11","39","11","50","61","18.03","63.93","18.03","81.97","452"
"2005-2006","65","Northampton County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","13","37","17","50","67","19.40","55.22","25.37","74.63","437"
"2005-2006","65","Northampton County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","12","32","34","44","78","15.38","41.03","43.59","56.41","427"
"2005-2006","65","Northampton County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","16","31","15","47","62","25.81","50.00","24.19","75.81","448"
"2005-2006","66","Northumberland County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","5","23","11","28","39","12.82","58.97","28.21","71.79","432"
"2005-2006","66","Northumberland County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","7","34","11","41","52","13.46","65.38","21.15","78.85","434"
"2005-2006","66","Northumberland County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","11","27","22","38","60","18.33","45.00","36.67","63.33","424"
"2005-2006","66","Northumberland County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","5","24","19","29","48","10.42","50.00","39.58","60.42","418"
"2005-2006","66","Northumberland County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","10","27","11","37","48","20.83","56.25","22.92","77.08","442"
"2005-2006","66","Northumberland County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","3","26","16","29","45","6.67","57.78","35.56","64.44","417"
"2005-2006","119","Norton City","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","119","Norton City","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","119","Norton City","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","455"
"2005-2006","119","Norton City","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","456"
"2005-2006","119","Norton City","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","119","Norton City","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","420"
"2005-2006","67","Nottoway County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","30","31","10","61","71","42.25","43.66","14.08","85.92","476"
"2005-2006","67","Nottoway County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","12","36","20","48","68","17.65","52.94","29.41","70.59","443"
"2005-2006","67","Nottoway County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","17","23","15","40","55","30.91","41.82","27.27","72.73","443"
"2005-2006","67","Nottoway County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","21","40","21","61","82","25.61","48.78","25.61","74.39","447"
"2005-2006","67","Nottoway County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","8","41","15","49","64","12.50","64.06","23.44","76.56","439"
"2005-2006","67","Nottoway County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","15","33","14","48","62","24.19","53.23","22.58","77.42","442"
"2005-2006","68","Orange County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","7","24","26","31","57","12.28","42.11","45.61","54.39","399"
"2005-2006","68","Orange County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","12","31","21","43","64","18.75","48.44","32.81","67.19","425"
"2005-2006","68","Orange County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","16","33","20","49","69","23.19","47.83","28.99","71.01","437"
"2005-2006","68","Orange County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","10","34","19","44","63","15.87","53.97","30.16","69.84","428"
"2005-2006","68","Orange County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","13","31","24","44","68","19.12","45.59","35.29","64.71","427"
"2005-2006","68","Orange County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","11","33","20","44","64","17.19","51.56","31.25","68.75","433"
"2005-2006","69","Page County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","69","Page County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","489"
"2005-2006","69","Page County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","482"
"2005-2006","69","Page County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","69","Page County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","3","5","2","8","10","30.00","50.00","20.00","80.00","454"
"2005-2006","69","Page County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","431"
"2005-2006","70","Patrick County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","3","9","5","12","17","17.65","52.94","29.41","70.59","437"
"2005-2006","70","Patrick County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","4","9","1","13","14","28.57","64.29","7.14","92.86","456"
"2005-2006","70","Patrick County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","5","13","3","18","21","23.81","61.90","14.29","85.71","454"
"2005-2006","70","Patrick County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","445"
"2005-2006","70","Patrick County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","5","2","6","7","13","38.46","15.38","46.15","53.85","431"
"2005-2006","70","Patrick County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","1","7","6","8","14","7.14","50.00","42.86","57.14","405"
"2005-2006","120","Petersburg City","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","64","131","105","195","300","21.33","43.67","35.00","65.00","426"
"2005-2006","120","Petersburg City","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","61","170","103","231","334","18.26","50.90","30.84","69.16","429"
"2005-2006","120","Petersburg City","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","42","147","110","189","299","14.05","49.16","36.79","63.21","425"
"2005-2006","120","Petersburg City","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","39","149","156","188","344","11.34","43.31","45.35","54.65","407"
"2005-2006","120","Petersburg City","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","26","135","152","161","313","8.31","43.13","48.56","51.44","399"
"2005-2006","120","Petersburg City","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","25","124","220","149","369","6.78","33.60","59.62","40.38","383"
"2005-2006","71","Pittsylvania County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","30","70","43","100","143","20.98","48.95","30.07","69.93","435"
"2005-2006","71","Pittsylvania County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","37","88","42","125","167","22.16","52.69","25.15","74.85","440"
"2005-2006","71","Pittsylvania County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","47","76","36","123","159","29.56","47.80","22.64","77.36","457"
"2005-2006","71","Pittsylvania County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","37","106","55","143","198","18.69","53.54","27.78","72.22","436"
"2005-2006","71","Pittsylvania County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","41","104","59","145","204","20.10","50.98","28.92","71.08","440"
"2005-2006","71","Pittsylvania County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","12","127","62","139","201","5.97","63.18","30.85","69.15","421"
"2005-2006","142","Poquoson City","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","142","Poquoson City","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","142","Poquoson City","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","121","Portsmouth City","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","221","379","196","600","796","27.76","47.61","24.62","75.38","447"
"2005-2006","121","Portsmouth City","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","175","403","213","578","791","22.12","50.95","26.93","73.07","440"
"2005-2006","121","Portsmouth City","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","214","475","160","689","849","25.21","55.95","18.85","81.15","451"
"2005-2006","121","Portsmouth City","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","147","442","162","589","751","19.57","58.85","21.57","78.43","443"
"2005-2006","121","Portsmouth City","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","155","398","333","553","886","17.49","44.92","37.58","62.42","421"
"2005-2006","121","Portsmouth City","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","55","358","310","413","723","7.61","49.52","42.88","57.12","404"
"2005-2006","72","Powhatan County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","7","15","14","22","36","19.44","41.67","38.89","61.11","430"
"2005-2006","72","Powhatan County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","5","14","11","19","30","16.67","46.67","36.67","63.33","423"
"2005-2006","72","Powhatan County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","8","16","7","24","31","25.81","51.61","22.58","77.42","456"
"2005-2006","72","Powhatan County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","11","23","8","34","42","26.19","54.76","19.05","80.95","452"
"2005-2006","72","Powhatan County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","7","15","10","22","32","21.88","46.88","31.25","68.75","433"
"2005-2006","72","Powhatan County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","7","27","10","34","44","15.91","61.36","22.73","77.27","436"
"2005-2006","73","Prince Edward County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","26","45","15","71","86","30.23","52.33","17.44","82.56","457"
"2005-2006","73","Prince Edward County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","14","48","25","62","87","16.09","55.17","28.74","71.26","433"
"2005-2006","73","Prince Edward County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","19","53","33","72","105","18.10","50.48","31.43","68.57","434"
"2005-2006","73","Prince Edward County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","17","61","46","78","124","13.71","49.19","37.10","62.90","423"
"2005-2006","73","Prince Edward County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","19","51","49","70","119","15.97","42.86","41.18","58.82","427"
"2005-2006","73","Prince Edward County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","12","60","66","72","138","8.70","43.48","47.83","52.17","407"
"2005-2006","74","Prince George County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","27","79","23","106","129","20.93","61.24","17.83","82.17","450"
"2005-2006","74","Prince George County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","36","78","23","114","137","26.28","56.93","16.79","83.21","454"
"2005-2006","74","Prince George County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","53","61","17","114","131","40.46","46.56","12.98","87.02","469"
"2005-2006","74","Prince George County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","33","99","46","132","178","18.54","55.62","25.84","74.16","446"
"2005-2006","74","Prince George County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","34","76","49","110","159","21.38","47.80","30.82","69.18","436"
"2005-2006","74","Prince George County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","19","96","67","115","182","10.44","52.75","36.81","63.19","417"
"2005-2006","75","Prince William County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","261","549","260","810","1,070","24.39","51.31","24.30","75.70","442"
"2005-2006","75","Prince William County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","289","557","193","846","1,039","27.82","53.61","18.58","81.42","453"
"2005-2006","75","Prince William County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","380","508","171","888","1,059","35.88","47.97","16.15","83.85","466"
"2005-2006","75","Prince William County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","291","594","239","885","1,124","25.89","52.85","21.26","78.74","449"
"2005-2006","75","Prince William County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","364","589","236","953","1,189","30.61","49.54","19.85","80.15","455"
"2005-2006","75","Prince William County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","229","641","331","870","1,201","19.07","53.37","27.56","72.44","434"
"2005-2006","77","Pulaski County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","3","7","9","10","19","15.79","36.84","47.37","52.63","405"
"2005-2006","77","Pulaski County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","5","9","9","14","23","21.74","39.13","39.13","60.87","427"
"2005-2006","77","Pulaski County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","7","13","7","20","27","25.93","48.15","25.93","74.07","457"
"2005-2006","77","Pulaski County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","2","11","10","13","23","8.70","47.83","43.48","56.52","412"
"2005-2006","77","Pulaski County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","1","13","6","14","20","5.00","65.00","30.00","70.00","416"
"2005-2006","77","Pulaski County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","2","17","14","19","33","6.06","51.52","42.42","57.58","403"
"2005-2006","122","Radford City","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","1","7","7","8","15","6.67","46.67","46.67","53.33","410"
"2005-2006","122","Radford City","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","471"
"2005-2006","122","Radford City","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","2","4","4","6","10","20.00","40.00","40.00","60.00","443"
"2005-2006","122","Radford City","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","0","9","4","9","13",".00","69.23","30.77","69.23","419"
"2005-2006","122","Radford City","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","2","5","4","7","11","18.18","45.45","36.36","63.64","425"
"2005-2006","122","Radford City","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","464"
"2005-2006","78","Rappahannock County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","78","Rappahannock County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","435"
"2005-2006","78","Rappahannock County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","462"
"2005-2006","78","Rappahannock County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","78","Rappahannock County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","412"
"2005-2006","78","Rappahannock County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","123","Richmond City","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","344","733","369","1,077","1,446","23.79","50.69","25.52","74.48","443"
"2005-2006","123","Richmond City","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","415","735","244","1,150","1,394","29.77","52.73","17.50","82.50","461"
"2005-2006","123","Richmond City","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","233","848","310","1,081","1,391","16.75","60.96","22.29","77.71","449"
"2005-2006","123","Richmond City","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","102","599","534","701","1,235","8.26","48.50","43.24","56.76","413"
"2005-2006","123","Richmond City","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","189","682","570","871","1,441","13.12","47.33","39.56","60.44","420"
"2005-2006","123","Richmond City","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","97","763","685","860","1,545","6.28","49.39","44.34","55.66","405"
"2005-2006","79","Richmond County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","6","15","13","21","34","17.65","44.12","38.24","61.76","421"
"2005-2006","79","Richmond County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","5","14","8","19","27","18.52","51.85","29.63","70.37","435"
"2005-2006","79","Richmond County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","7","10","5","17","22","31.82","45.45","22.73","77.27","463"
"2005-2006","79","Richmond County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","6","17","11","23","34","17.65","50.00","32.35","67.65","432"
"2005-2006","79","Richmond County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","3","29","6","32","38","7.89","76.32","15.79","84.21","439"
"2005-2006","79","Richmond County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","3","18","7","21","28","10.71","64.29","25.00","75.00","431"
"2005-2006","124","Roanoke City","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","87","208","124","295","419","20.76","49.64","29.59","70.41","434"
"2005-2006","124","Roanoke City","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","54","185","157","239","396","13.64","46.72","39.65","60.35","413"
"2005-2006","124","Roanoke City","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","112","228","120","340","460","24.35","49.57","26.09","73.91","443"
"2005-2006","124","Roanoke City","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","47","202","208","249","457","10.28","44.20","45.51","54.49","414"
"2005-2006","124","Roanoke City","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","60","233","219","293","512","11.72","45.51","42.77","57.23","411"
"2005-2006","124","Roanoke City","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","42","239","158","281","439","9.57","54.44","35.99","64.01","418"
"2005-2006","80","Roanoke County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","13","29","14","42","56","23.21","51.79","25.00","75.00","429"
"2005-2006","80","Roanoke County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","21","29","11","50","61","34.43","47.54","18.03","81.97","461"
"2005-2006","80","Roanoke County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","25","32","10","57","67","37.31","47.76","14.93","85.07","468"
"2005-2006","80","Roanoke County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","22","31","6","53","59","37.29","52.54","10.17","89.83","474"
"2005-2006","80","Roanoke County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","19","41","17","60","77","24.68","53.25","22.08","77.92","448"
"2005-2006","80","Roanoke County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","7","46","26","53","79","8.86","58.23","32.91","67.09","428"
"2005-2006","81","Rockbridge County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2005-2006","81","Rockbridge County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","434"
"2005-2006","81","Rockbridge County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","478"
"2005-2006","81","Rockbridge County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","81","Rockbridge County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","424"
"2005-2006","81","Rockbridge County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","392"
"2005-2006","82","Rockingham County","English:Reading","Black, not of Hispanic origin","Grade 3","SOL","English Reading","3","7","1","10","11","27.27","63.64","9.09","90.91","459"
"2005-2006","82","Rockingham County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","6","10","2","16","18","33.33","55.56","11.11","88.89","465"
"2005-2006","82","Rockingham County","English:Reading","Black, not of Hispanic origin","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","470"
"2005-2006","82","Rockingham County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","440"
"2005-2006","82","Rockingham County","English:Reading","Black, not of Hispanic origin","Grade 7","SOL","English Reading","4","8","1","12","13","30.77","61.54","7.69","92.31","480"
"2005-2006","82","Rockingham County","English:Reading","Black, not of Hispanic origin","Grade 8","SOL","English Reading","3","10","2","13","15","20.00","66.67","13.33","86.67","443"
"2005-2006","83","Russell County","English:Reading","Black, not of Hispanic origin","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2005-2006","83","Russell County","English:Reading","Black, not of Hispanic origin","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
