"School Year","Division Number","Division Name","Subject","Race","Test Level","Test Source","Test","Pass Advanced Count","Pass Proficient Count","Fail Count","Pass Count","Total Count","Pass Advanced Rate","Pass Proficient Rate","Fail Rate","Pass Rate","Average SOL Scaled Score"
"2021-2022","107","Covington City","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","4","32","12","36","48","8.33","66.67","25.00","75.00","425"
"2021-2022","107","Covington City","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","1","35","12","36","48","2.08","72.92","25.00","75.00","423"
"2021-2022","107","Covington City","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","2","34","13","36","49","4.08","69.39","26.53","73.47","410"
"2021-2022","107","Covington City","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","2","34","26","36","62","3.23","54.84","41.94","58.06","406"
"2021-2022","23","Craig County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","0","27","13","27","40",".00","67.50","32.50","67.50","411"
"2021-2022","23","Craig County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","6","16","11","22","33","18.18","48.48","33.33","66.67","436"
"2021-2022","23","Craig County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","1","16","9","17","26","3.85","61.54","34.62","65.38","415"
"2021-2022","23","Craig County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","4","26","12","30","42","9.52","61.90","28.57","71.43","427"
"2021-2022","23","Craig County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","4","19","8","23","31","12.90","61.29","25.81","74.19","431"
"2021-2022","23","Craig County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","5","30","13","35","48","10.42","62.50","27.08","72.92","431"
"2021-2022","24","Culpeper County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","23","164","108","187","295","7.80","55.59","36.61","63.39","409"
"2021-2022","24","Culpeper County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","39","170","90","209","299","13.04","56.86","30.10","69.90","423"
"2021-2022","24","Culpeper County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","28","188","71","216","287","9.76","65.51","24.74","75.26","425"
"2021-2022","24","Culpeper County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","33","185","68","218","286","11.54","64.69","23.78","76.22","432"
"2021-2022","24","Culpeper County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","34","199","79","233","312","10.90","63.78","25.32","74.68","428"
"2021-2022","24","Culpeper County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","37","185","86","222","308","12.01","60.06","27.92","72.08","430"
"2021-2022","25","Cumberland County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","2","25","21","27","48","4.17","52.08","43.75","56.25","410"
"2021-2022","25","Cumberland County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","3","26","11","29","40","7.50","65.00","27.50","72.50","426"
"2021-2022","25","Cumberland County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","2","16","22","18","40","5.00","40.00","55.00","45.00","384"
"2021-2022","25","Cumberland County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","1","29","14","30","44","2.27","65.91","31.82","68.18","411"
"2021-2022","25","Cumberland County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","4","15","13","19","32","12.50","46.88","40.63","59.38","420"
"2021-2022","25","Cumberland County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","4","30","20","34","54","7.41","55.56","37.04","62.96","412"
"2021-2022","108","Danville City","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","14","28","25","42","67","20.90","41.79","37.31","62.69","414"
"2021-2022","108","Danville City","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","9","30","18","39","57","15.79","52.63","31.58","68.42","422"
"2021-2022","108","Danville City","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","8","46","19","54","73","10.96","63.01","26.03","73.97","422"
"2021-2022","108","Danville City","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","2","27","38","29","67","2.99","40.30","56.72","43.28","379"
"2021-2022","108","Danville City","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","9","33","31","42","73","12.33","45.21","42.47","57.53","395"
"2021-2022","108","Danville City","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","4","41","29","45","74","5.41","55.41","39.19","60.81","415"
"2021-2022","26","Dickenson County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","6","78","59","84","143","4.20","54.55","41.26","58.74","399"
"2021-2022","26","Dickenson County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","9","88","54","97","151","5.96","58.28","35.76","64.24","404"
"2021-2022","26","Dickenson County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","11","97","31","108","139","7.91","69.78","22.30","77.70","422"
"2021-2022","26","Dickenson County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","9","85","25","94","119","7.56","71.43","21.01","78.99","419"
"2021-2022","26","Dickenson County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","8","103","38","111","149","5.37","69.13","25.50","74.50","418"
"2021-2022","26","Dickenson County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","10","79","38","89","127","7.87","62.20","29.92","70.08","411"
"2021-2022","27","Dinwiddie County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","12","121","31","133","164","7.32","73.78","18.90","81.10","432"
"2021-2022","27","Dinwiddie County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","24","101","36","125","161","14.91","62.73","22.36","77.64","431"
"2021-2022","27","Dinwiddie County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","12","128","33","140","173","6.94","73.99","19.08","80.92","421"
"2021-2022","27","Dinwiddie County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","11","88","34","99","133","8.27","66.17","25.56","74.44","427"
"2021-2022","27","Dinwiddie County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","14","89","52","103","155","9.03","57.42","33.55","66.45","424"
"2021-2022","27","Dinwiddie County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","10","91","62","101","163","6.13","55.83","38.04","61.96","409"
"2021-2022","28","Essex County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","2","10","7","12","19","10.53","52.63","36.84","63.16","416"
"2021-2022","28","Essex County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","0","11","12","11","23",".00","47.83","52.17","47.83","391"
"2021-2022","28","Essex County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","2","18","5","20","25","8.00","72.00","20.00","80.00","422"
"2021-2022","28","Essex County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","3","12","3","15","18","16.67","66.67","16.67","83.33","445"
"2021-2022","28","Essex County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","3","22","4","25","29","10.34","75.86","13.79","86.21","438"
"2021-2022","28","Essex County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","1","19","7","20","27","3.70","70.37","25.93","74.07","413"
"2021-2022","29","Fairfax County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","923","3,161","755","4,084","4,839","19.07","65.32","15.60","84.40","450"
"2021-2022","29","Fairfax County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","1,297","2,786","557","4,083","4,640","27.95","60.04","12.00","88.00","463"
"2021-2022","29","Fairfax County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","957","3,290","579","4,247","4,826","19.83","68.17","12.00","88.00","455"
"2021-2022","29","Fairfax County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","1,484","2,828","418","4,312","4,730","31.37","59.79","8.84","91.16","471"
"2021-2022","29","Fairfax County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","1,167","3,097","465","4,264","4,729","24.68","65.49","9.83","90.17","462"
"2021-2022","29","Fairfax County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","1,176","3,286","531","4,462","4,993","23.55","65.81","10.63","89.37","459"
"2021-2022","109","Falls Church City","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","27","69","12","96","108","25.00","63.89","11.11","88.89","451"
"2021-2022","109","Falls Church City","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","44","58","6","102","108","40.74","53.70","5.56","94.44","488"
"2021-2022","109","Falls Church City","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","40","81","6","121","127","31.50","63.78","4.72","95.28","479"
"2021-2022","109","Falls Church City","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","55","56","5","111","116","47.41","48.28","4.31","95.69","484"
"2021-2022","109","Falls Church City","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","36","67","4","103","107","33.64","62.62","3.74","96.26","481"
"2021-2022","109","Falls Church City","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","39","92","8","131","139","28.06","66.19","5.76","94.24","473"
"2021-2022","30","Fauquier County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","34","277","115","311","426","7.98","65.02","27.00","73.00","422"
"2021-2022","30","Fauquier County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","72","315","111","387","498","14.46","63.25","22.29","77.71","437"
"2021-2022","30","Fauquier County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","39","312","128","351","479","8.14","65.14","26.72","73.28","428"
"2021-2022","30","Fauquier County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","42","324","132","366","498","8.43","65.06","26.51","73.49","426"
"2021-2022","30","Fauquier County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","40","328","122","368","490","8.16","66.94","24.90","75.10","421"
"2021-2022","30","Fauquier County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","55","387","127","442","569","9.67","68.01","22.32","77.68","425"
"2021-2022","31","Floyd County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","11","57","39","68","107","10.28","53.27","36.45","63.55","423"
"2021-2022","31","Floyd County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","6","51","41","57","98","6.12","52.04","41.84","58.16","396"
"2021-2022","31","Floyd County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","8","64","36","72","108","7.41","59.26","33.33","66.67","412"
"2021-2022","31","Floyd County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","11","71","35","82","117","9.40","60.68","29.91","70.09","426"
"2021-2022","31","Floyd County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","8","57","26","65","91","8.79","62.64","28.57","71.43","421"
"2021-2022","31","Floyd County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","11","80","40","91","131","8.40","61.07","30.53","69.47","421"
"2021-2022","32","Fluvanna County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","14","79","46","93","139","10.07","56.83","33.09","66.91","414"
"2021-2022","32","Fluvanna County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","29","85","35","114","149","19.46","57.05","23.49","76.51","435"
"2021-2022","32","Fluvanna County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","11","96","47","107","154","7.14","62.34","30.52","69.48","418"
"2021-2022","32","Fluvanna County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","23","89","48","112","160","14.38","55.63","30.00","70.00","427"
"2021-2022","32","Fluvanna County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","33","113","45","146","191","17.28","59.16","23.56","76.44","438"
"2021-2022","32","Fluvanna County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","24","114","42","138","180","13.33","63.33","23.33","76.67","436"
"2021-2022","135","Franklin City","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","<","<","<","<","15","<","<",">50","<50","397"
"2021-2022","135","Franklin City","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","422"
"2021-2022","135","Franklin City","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","379"
"2021-2022","135","Franklin City","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","457"
"2021-2022","135","Franklin City","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","400"
"2021-2022","135","Franklin City","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","1","8","4","9","13","7.69","61.54","30.77","69.23","414"
"2021-2022","33","Franklin County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","29","216","89","245","334","8.68","64.67","26.65","73.35","427"
"2021-2022","33","Franklin County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","65","192","75","257","332","19.58","57.83","22.59","77.41","437"
"2021-2022","33","Franklin County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","27","232","61","259","320","8.44","72.50","19.06","80.94","432"
"2021-2022","33","Franklin County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","33","235","86","268","354","9.32","66.38","24.29","75.71","427"
"2021-2022","33","Franklin County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","39","234","89","273","362","10.77","64.64","24.59","75.41","430"
"2021-2022","33","Franklin County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","31","255","85","286","371","8.36","68.73","22.91","77.09","429"
"2021-2022","34","Frederick County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","54","407","196","461","657","8.22","61.95","29.83","70.17","421"
"2021-2022","34","Frederick County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","82","388","195","470","665","12.33","58.35","29.32","70.68","427"
"2021-2022","34","Frederick County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","42","409","200","451","651","6.45","62.83","30.72","69.28","420"
"2021-2022","34","Frederick County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","79","388","194","467","661","11.95","58.70","29.35","70.65","421"
"2021-2022","34","Frederick County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","46","408","219","454","673","6.84","60.62","32.54","67.46","415"
"2021-2022","34","Frederick County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","64","416","218","480","698","9.17","59.60","31.23","68.77","419"
"2021-2022","110","Fredericksburg City","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","5","36","21","41","62","8.06","58.06","33.87","66.13","414"
"2021-2022","110","Fredericksburg City","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","9","35","19","44","63","14.29","55.56","30.16","69.84","412"
"2021-2022","110","Fredericksburg City","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","10","30","9","40","49","20.41","61.22","18.37","81.63","444"
"2021-2022","110","Fredericksburg City","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","8","41","15","49","64","12.50","64.06","23.44","76.56","418"
"2021-2022","110","Fredericksburg City","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","5","31","29","36","65","7.69","47.69","44.62","55.38","380"
"2021-2022","110","Fredericksburg City","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","5","35","22","40","62","8.06","56.45","35.48","64.52","398"
"2021-2022","111","Galax City","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","10","37","20","47","67","14.93","55.22","29.85","70.15","430"
"2021-2022","111","Galax City","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","9","34","20","43","63","14.29","53.97","31.75","68.25","433"
"2021-2022","111","Galax City","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","5","36","15","41","56","8.93","64.29","26.79","73.21","434"
"2021-2022","111","Galax City","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","6","39","8","45","53","11.32","73.58","15.09","84.91","447"
"2021-2022","111","Galax City","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","13","43","11","56","67","19.40","64.18","16.42","83.58","449"
"2021-2022","111","Galax City","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","5","40","11","45","56","8.93","71.43","19.64","80.36","435"
"2021-2022","35","Giles County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","18","133","102","151","253","7.11","52.57","40.32","59.68","388"
"2021-2022","35","Giles County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","37","143","89","180","269","13.75","53.16","33.09","66.91","407"
"2021-2022","35","Giles County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","11","121","66","132","198","5.56","61.11","33.33","66.67","395"
"2021-2022","35","Giles County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","26","154","56","180","236","11.02","65.25","23.73","76.27","412"
"2021-2022","35","Giles County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","25","169","67","194","261","9.58","64.75","25.67","74.33","407"
"2021-2022","35","Giles County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","29","170","77","199","276","10.51","61.59","27.90","72.10","412"
"2021-2022","36","Gloucester County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","30","171","82","201","283","10.60","60.42","28.98","71.02","424"
"2021-2022","36","Gloucester County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","28","193","69","221","290","9.66","66.55","23.79","76.21","418"
"2021-2022","36","Gloucester County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","20","216","49","236","285","7.02","75.79","17.19","82.81","434"
"2021-2022","36","Gloucester County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","22","185","66","207","273","8.06","67.77","24.18","75.82","412"
"2021-2022","36","Gloucester County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","37","215","67","252","319","11.60","67.40","21.00","79.00","433"
"2021-2022","36","Gloucester County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","29","220","87","249","336","8.63","65.48","25.89","74.11","422"
"2021-2022","37","Goochland County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","14","66","39","80","119","11.76","55.46","32.77","67.23","425"
"2021-2022","37","Goochland County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","36","93","31","129","160","22.50","58.13","19.38","80.63","446"
"2021-2022","37","Goochland County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","18","87","16","105","121","14.88","71.90","13.22","86.78","438"
"2021-2022","37","Goochland County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","21","85","24","106","130","16.15","65.38","18.46","81.54","439"
"2021-2022","37","Goochland County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","21","80","29","101","130","16.15","61.54","22.31","77.69","426"
"2021-2022","37","Goochland County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","28","100","20","128","148","18.92","67.57","13.51","86.49","450"
"2021-2022","38","Grayson County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","7","80","27","87","114","6.14","70.18","23.68","76.32","428"
"2021-2022","38","Grayson County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","10","64","15","74","89","11.24","71.91","16.85","83.15","442"
"2021-2022","38","Grayson County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","9","73","23","82","105","8.57","69.52","21.90","78.10","432"
"2021-2022","38","Grayson County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","9","68","29","77","106","8.49","64.15","27.36","72.64","430"
"2021-2022","38","Grayson County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","7","58","17","65","82","8.54","70.73","20.73","79.27","433"
"2021-2022","38","Grayson County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","12","67","13","79","92","13.04","72.83","14.13","85.87","437"
"2021-2022","39","Greene County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","10","51","54","61","115","8.70","44.35","46.96","53.04","397"
"2021-2022","39","Greene County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","20","70","53","90","143","13.99","48.95","37.06","62.94","423"
"2021-2022","39","Greene County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","9","75","49","84","133","6.77","56.39","36.84","63.16","409"
"2021-2022","39","Greene County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","19","76","55","95","150","12.67","50.67","36.67","63.33","417"
"2021-2022","39","Greene County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","16","102","57","118","175","9.14","58.29","32.57","67.43","412"
"2021-2022","39","Greene County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","17","93","56","110","166","10.24","56.02","33.73","66.27","416"
"2021-2022","40","Greensville County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","2","9","6","11","17","11.76","52.94","35.29","64.71","415"
"2021-2022","40","Greensville County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","2","17","5","19","24","8.33","70.83","20.83","79.17","442"
"2021-2022","40","Greensville County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","0","16","5","16","21",".00","76.19","23.81","76.19","422"
"2021-2022","40","Greensville County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","5","9","5","14","19","26.32","47.37","26.32","73.68","446"
"2021-2022","40","Greensville County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","0","13","4","13","17",".00","76.47","23.53","76.47","423"
"2021-2022","40","Greensville County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","0","20","10","20","30",".00","66.67","33.33","66.67","404"
"2021-2022","41","Halifax County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","10","98","46","108","154","6.49","63.64","29.87","70.13","419"
"2021-2022","41","Halifax County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","17","94","31","111","142","11.97","66.20","21.83","78.17","436"
"2021-2022","41","Halifax County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","5","101","36","106","142","3.52","71.13","25.35","74.65","425"
"2021-2022","41","Halifax County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","17","93","46","110","156","10.90","59.62","29.49","70.51","428"
"2021-2022","41","Halifax County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","11","110","31","121","152","7.24","72.37","20.39","79.61","431"
"2021-2022","41","Halifax County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","21","91","47","112","159","13.21","57.23","29.56","70.44","425"
"2021-2022","112","Hampton City","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","45","246","70","291","361","12.47","68.14","19.39","80.61","436"
"2021-2022","112","Hampton City","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","55","176","50","231","281","19.57","62.63","17.79","82.21","444"
"2021-2022","112","Hampton City","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","29","194","61","223","284","10.21","68.31","21.48","78.52","431"
"2021-2022","112","Hampton City","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","50","193","41","243","284","17.61","67.96","14.44","85.56","447"
"2021-2022","112","Hampton City","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","31","185","41","216","257","12.06","71.98","15.95","84.05","438"
"2021-2022","112","Hampton City","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","35","221","49","256","305","11.48","72.46","16.07","83.93","432"
"2021-2022","42","Hanover County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","106","578","198","684","882","12.02","65.53","22.45","77.55","428"
"2021-2022","42","Hanover County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","213","538","142","751","893","23.85","60.25","15.90","84.10","449"
"2021-2022","42","Hanover County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","129","674","148","803","951","13.56","70.87","15.56","84.44","439"
"2021-2022","42","Hanover County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","138","628","166","766","932","14.81","67.38","17.81","82.19","442"
"2021-2022","42","Hanover County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","158","681","138","839","977","16.17","69.70","14.12","85.88","447"
"2021-2022","42","Hanover County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","128","728","166","856","1,022","12.52","71.23","16.24","83.76","440"
"2021-2022","113","Harrisonburg City","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","20","76","57","96","153","13.07","49.67","37.25","62.75","419"
"2021-2022","113","Harrisonburg City","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","21","96","52","117","169","12.43","56.80","30.77","69.23","425"
"2021-2022","113","Harrisonburg City","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","11","95","61","106","167","6.59","56.89","36.53","63.47","411"
"2021-2022","113","Harrisonburg City","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","21","75","44","96","140","15.00","53.57","31.43","68.57","423"
"2021-2022","113","Harrisonburg City","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","21","63","51","84","135","15.56","46.67","37.78","62.22","406"
"2021-2022","113","Harrisonburg City","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","27","83","50","110","160","16.88","51.88","31.25","68.75","429"
"2021-2022","43","Henrico County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","218","710","189","928","1,117","19.52","63.56","16.92","83.08","448"
"2021-2022","43","Henrico County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","324","666","165","990","1,155","28.05","57.66","14.29","85.71","455"
"2021-2022","43","Henrico County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","238","737","163","975","1,138","20.91","64.76","14.32","85.68","448"
"2021-2022","43","Henrico County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","237","709","248","946","1,194","19.85","59.38","20.77","79.23","436"
"2021-2022","43","Henrico County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","207","814","253","1,021","1,274","16.25","63.89","19.86","80.14","434"
"2021-2022","43","Henrico County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","241","827","229","1,068","1,297","18.58","63.76","17.66","82.34","439"
"2021-2022","44","Henry County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","23","142","80","165","245","9.39","57.96","32.65","67.35","422"
"2021-2022","44","Henry County","English:Reading","White, not of Hispanic origin","Grade 4","SOL","English Reading","21","151","90","172","262","8.02","57.63","34.35","65.65","415"
"2021-2022","44","Henry County","English:Reading","White, not of Hispanic origin","Grade 5","SOL","English Reading","25","161","72","186","258","9.69","62.40","27.91","72.09","426"
"2021-2022","44","Henry County","English:Reading","White, not of Hispanic origin","Grade 6","SOL","English Reading","13","152","82","165","247","5.26","61.54","33.20","66.80","413"
"2021-2022","44","Henry County","English:Reading","White, not of Hispanic origin","Grade 7","SOL","English Reading","15","199","87","214","301","4.98","66.11","28.90","71.10","415"
"2021-2022","44","Henry County","English:Reading","White, not of Hispanic origin","Grade 8","SOL","English Reading","26","178","90","204","294","8.84","60.54","30.61","69.39","420"
"2021-2022","45","Highland County","English:Reading","White, not of Hispanic origin","Grade 3","SOL","English Reading","4","8","5","12","17","23.53","47.06","29.41","70.59","433"
