School Year,Division Number,Division Name,Subject,Race,Gender,Test Level,Test Source,Test,Pass Advanced Count,Pass Proficient Count,Fail Count,Pass Count,Total Count,Pass Advanced Rate,Pass Proficient Rate,Fail Rate,Pass Rate,Average SOL Scaled Score
2010-2011,31,Floyd County ,English:Reading,"White, not of Hispanic origin",M,Grade 8,SOL,English Reading,26,30,9,56,65,40,46.15,13.85,86.15,479
2010-2011,32,Fluvanna County ,English:Reading,"White, not of Hispanic origin",F,Grade 3,SOL,English Reading,41,43,15,84,99,41.41,43.43,15.15,84.85,469
2010-2011,32,Fluvanna County ,English:Reading,"White, not of Hispanic origin",F,Grade 4,SOL,English Reading,38,59,8,97,105,36.19,56.19,7.62,92.38,492
2010-2011,32,Fluvanna County ,English:Reading,"White, not of Hispanic origin",F,Grade 5,SOL,English Reading,43,46,14,89,103,41.75,44.66,13.59,86.41,475
2010-2011,32,Fluvanna County ,English:Reading,"White, not of Hispanic origin",F,Grade 6,SOL,English Reading,47,43,9,90,99,47.47,43.43,9.09,90.91,491
2010-2011,32,Fluvanna County ,English:Reading,"White, not of Hispanic origin",F,Grade 7,SOL,English Reading,42,51,9,93,102,41.18,50,8.82,91.18,486
2010-2011,32,Fluvanna County ,English:Reading,"White, not of Hispanic origin",F,Grade 8,SOL,English Reading,49,64,8,113,121,40.5,52.89,6.61,93.39,493
2010-2011,32,Fluvanna County ,English:Reading,"White, not of Hispanic origin",M,Grade 3,SOL,English Reading,36,60,16,96,112,32.14,53.57,14.29,85.71,471
2010-2011,32,Fluvanna County ,English:Reading,"White, not of Hispanic origin",M,Grade 4,SOL,English Reading,23,58,26,81,107,21.5,54.21,24.3,75.7,455
2010-2011,32,Fluvanna County ,English:Reading,"White, not of Hispanic origin",M,Grade 5,SOL,English Reading,35,55,17,90,107,32.71,51.4,15.89,84.11,470
2010-2011,32,Fluvanna County ,English:Reading,"White, not of Hispanic origin",M,Grade 6,SOL,English Reading,32,39,19,71,90,35.56,43.33,21.11,78.89,472
2010-2011,32,Fluvanna County ,English:Reading,"White, not of Hispanic origin",M,Grade 7,SOL,English Reading,30,66,16,96,112,26.79,58.93,14.29,85.71,466
2010-2011,32,Fluvanna County ,English:Reading,"White, not of Hispanic origin",M,Grade 8,SOL,English Reading,36,64,13,100,113,31.86,56.64,11.5,88.5,473
2010-2011,135,Franklin City ,English:Reading,"White, not of Hispanic origin",F,Grade 3,SOL,English Reading,3,6,1,9,10,30,60,10,90,481
2010-2011,135,Franklin City ,English:Reading,"White, not of Hispanic origin",F,Grade 4,SOL,English Reading,<,<,<,<,<,<,<,<50,>50,
2010-2011,135,Franklin City ,English:Reading,"White, not of Hispanic origin",F,Grade 5,SOL,English Reading,<,<,<,<,<,<,<,<50,>50,536
2010-2011,135,Franklin City ,English:Reading,"White, not of Hispanic origin",F,Grade 6,SOL,English Reading,<,<,<,<,<,<,<,<50,>50,544
2010-2011,135,Franklin City ,English:Reading,"White, not of Hispanic origin",F,Grade 7,SOL,English Reading,<,<,<,<,<,<,<,<50,>50,493
2010-2011,135,Franklin City ,English:Reading,"White, not of Hispanic origin",F,Grade 8,SOL,English Reading,<,<,<,<,<,<,<,<50,>50,515
2010-2011,135,Franklin City ,English:Reading,"White, not of Hispanic origin",M,Grade 3,SOL,English Reading,<,<,<,<,<,<,<,<50,>50,514
2010-2011,135,Franklin City ,English:Reading,"White, not of Hispanic origin",M,Grade 4,SOL,English Reading,<,<,<,<,<,<,<,<50,>50,561
2010-2011,135,Franklin City ,English:Reading,"White, not of Hispanic origin",M,Grade 5,SOL,English Reading,<,<,<,<,<,<,<,<50,>50,544
2010-2011,135,Franklin City ,English:Reading,"White, not of Hispanic origin",M,Grade 6,SOL,English Reading,<,<,<,<,<,<,<,<50,>50,
2010-2011,135,Franklin City ,English:Reading,"White, not of Hispanic origin",M,Grade 7,SOL,English Reading,<,<,<,<,<,<,<,<50,>50,491
2010-2011,135,Franklin City ,English:Reading,"White, not of Hispanic origin",M,Grade 8,SOL,English Reading,<,<,<,<,<,<,<,<50,>50,467
2010-2011,33,Franklin County ,English:Reading,"White, not of Hispanic origin",F,Grade 3,SOL,English Reading,116,86,16,202,218,53.21,39.45,7.34,92.66,498
2010-2011,33,Franklin County ,English:Reading,"White, not of Hispanic origin",F,Grade 4,SOL,English Reading,115,126,15,241,256,44.92,49.22,5.86,94.14,503
2010-2011,33,Franklin County ,English:Reading,"White, not of Hispanic origin",F,Grade 5,SOL,English Reading,94,125,9,219,228,41.23,54.82,3.95,96.05,485
2010-2011,33,Franklin County ,English:Reading,"White, not of Hispanic origin",F,Grade 6,SOL,English Reading,131,101,12,232,244,53.69,41.39,4.92,95.08,509
2010-2011,33,Franklin County ,English:Reading,"White, not of Hispanic origin",F,Grade 7,SOL,English Reading,93,115,7,208,215,43.26,53.49,3.26,96.74,499
2010-2011,33,Franklin County ,English:Reading,"White, not of Hispanic origin",F,Grade 8,SOL,English Reading,105,105,7,210,217,48.39,48.39,3.23,96.77,505
2010-2011,33,Franklin County ,English:Reading,"White, not of Hispanic origin",M,Grade 3,SOL,English Reading,98,107,18,205,223,43.95,47.98,8.07,91.93,486
2010-2011,33,Franklin County ,English:Reading,"White, not of Hispanic origin",M,Grade 4,SOL,English Reading,93,128,18,221,239,38.91,53.56,7.53,92.47,488
2010-2011,33,Franklin County ,English:Reading,"White, not of Hispanic origin",M,Grade 5,SOL,English Reading,118,128,17,246,263,44.87,48.67,6.46,93.54,486
2010-2011,33,Franklin County ,English:Reading,"White, not of Hispanic origin",M,Grade 6,SOL,English Reading,90,85,9,175,184,48.91,46.2,4.89,95.11,499
2010-2011,33,Franklin County ,English:Reading,"White, not of Hispanic origin",M,Grade 7,SOL,English Reading,87,117,18,204,222,39.19,52.7,8.11,91.89,488
2010-2011,33,Franklin County ,English:Reading,"White, not of Hispanic origin",M,Grade 8,SOL,English Reading,88,124,14,212,226,38.94,54.87,6.19,93.81,487
2010-2011,34,Frederick County ,English:Reading,"White, not of Hispanic origin",F,Grade 3,SOL,English Reading,158,167,40,325,365,43.29,45.75,10.96,89.04,485
2010-2011,34,Frederick County ,English:Reading,"White, not of Hispanic origin",F,Grade 4,SOL,English Reading,167,191,53,358,411,40.63,46.47,12.9,87.1,488
2010-2011,34,Frederick County ,English:Reading,"White, not of Hispanic origin",F,Grade 5,SOL,English Reading,167,193,34,360,394,42.39,48.98,8.63,91.37,483
2010-2011,34,Frederick County ,English:Reading,"White, not of Hispanic origin",F,Grade 6,SOL,English Reading,176,175,36,351,387,45.48,45.22,9.3,90.7,493
2010-2011,34,Frederick County ,English:Reading,"White, not of Hispanic origin",F,Grade 7,SOL,English Reading,145,201,34,346,380,38.16,52.89,8.95,91.05,480
2010-2011,34,Frederick County ,English:Reading,"White, not of Hispanic origin",F,Grade 8,SOL,English Reading,184,207,35,391,426,43.19,48.59,8.22,91.78,494
2010-2011,34,Frederick County ,English:Reading,"White, not of Hispanic origin",M,Grade 3,SOL,English Reading,147,160,84,307,391,37.6,40.92,21.48,78.52,466
2010-2011,34,Frederick County ,English:Reading,"White, not of Hispanic origin",M,Grade 4,SOL,English Reading,147,216,59,363,422,34.83,51.18,13.98,86.02,477
2010-2011,34,Frederick County ,English:Reading,"White, not of Hispanic origin",M,Grade 5,SOL,English Reading,164,230,70,394,464,35.34,49.57,15.09,84.91,472
2010-2011,34,Frederick County ,English:Reading,"White, not of Hispanic origin",M,Grade 6,SOL,English Reading,165,187,68,352,420,39.29,44.52,16.19,83.81,477
2010-2011,34,Frederick County ,English:Reading,"White, not of Hispanic origin",M,Grade 7,SOL,English Reading,125,220,67,345,412,30.34,53.4,16.26,83.74,465
2010-2011,34,Frederick County ,English:Reading,"White, not of Hispanic origin",M,Grade 8,SOL,English Reading,141,215,45,356,401,35.16,53.62,11.22,88.78,477
2010-2011,110,Fredericksburg City ,English:Reading,"White, not of Hispanic origin",F,Grade 3,SOL,English Reading,22,12,2,34,36,61.11,33.33,5.56,94.44,506
2010-2011,110,Fredericksburg City ,English:Reading,"White, not of Hispanic origin",F,Grade 4,SOL,English Reading,27,10,2,37,39,69.23,25.64,5.13,94.87,526
2010-2011,110,Fredericksburg City ,English:Reading,"White, not of Hispanic origin",F,Grade 5,SOL,English Reading,22,19,2,41,43,51.16,44.19,4.65,95.35,498
2010-2011,110,Fredericksburg City ,English:Reading,"White, not of Hispanic origin",F,Grade 6,SOL,English Reading,14,10,0,24,24,58.33,41.67,0,100,516
2010-2011,110,Fredericksburg City ,English:Reading,"White, not of Hispanic origin",F,Grade 7,SOL,English Reading,20,18,3,38,41,48.78,43.9,7.32,92.68,503
2010-2011,110,Fredericksburg City ,English:Reading,"White, not of Hispanic origin",F,Grade 8,SOL,English Reading,17,11,2,28,30,56.67,36.67,6.67,93.33,515
2010-2011,110,Fredericksburg City ,English:Reading,"White, not of Hispanic origin",M,Grade 3,SOL,English Reading,17,22,7,39,46,36.96,47.83,15.22,84.78,474
2010-2011,110,Fredericksburg City ,English:Reading,"White, not of Hispanic origin",M,Grade 4,SOL,English Reading,22,12,4,34,38,57.89,31.58,10.53,89.47,506
2010-2011,110,Fredericksburg City ,English:Reading,"White, not of Hispanic origin",M,Grade 5,SOL,English Reading,25,11,4,36,40,62.5,27.5,10,90,500
2010-2011,110,Fredericksburg City ,English:Reading,"White, not of Hispanic origin",M,Grade 6,SOL,English Reading,13,19,4,32,36,36.11,52.78,11.11,88.89,484
2010-2011,110,Fredericksburg City ,English:Reading,"White, not of Hispanic origin",M,Grade 7,SOL,English Reading,22,16,6,38,44,50,36.36,13.64,86.36,492
2010-2011,110,Fredericksburg City ,English:Reading,"White, not of Hispanic origin",M,Grade 8,SOL,English Reading,15,17,1,32,33,45.45,51.52,3.03,96.97,509
2010-2011,111,Galax City ,English:Reading,"White, not of Hispanic origin",F,Grade 3,SOL,English Reading,16,10,5,26,31,51.61,32.26,16.13,83.87,499
2010-2011,111,Galax City ,English:Reading,"White, not of Hispanic origin",F,Grade 4,SOL,English Reading,17,14,2,31,33,51.52,42.42,6.06,93.94,501
2010-2011,111,Galax City ,English:Reading,"White, not of Hispanic origin",F,Grade 5,SOL,English Reading,13,13,5,26,31,41.94,41.94,16.13,83.87,499
2010-2011,111,Galax City ,English:Reading,"White, not of Hispanic origin",F,Grade 6,SOL,English Reading,14,11,5,25,30,46.67,36.67,16.67,83.33,482
2010-2011,111,Galax City ,English:Reading,"White, not of Hispanic origin",F,Grade 7,SOL,English Reading,18,9,5,27,32,56.25,28.13,15.63,84.38,488
2010-2011,111,Galax City ,English:Reading,"White, not of Hispanic origin",F,Grade 8,SOL,English Reading,14,11,1,25,26,53.85,42.31,3.85,96.15,493
2010-2011,111,Galax City ,English:Reading,"White, not of Hispanic origin",M,Grade 3,SOL,English Reading,11,13,4,24,28,39.29,46.43,14.29,85.71,466
2010-2011,111,Galax City ,English:Reading,"White, not of Hispanic origin",M,Grade 4,SOL,English Reading,17,10,3,27,30,56.67,33.33,10,90,501
2010-2011,111,Galax City ,English:Reading,"White, not of Hispanic origin",M,Grade 5,SOL,English Reading,16,16,1,32,33,48.48,48.48,3.03,96.97,507
2010-2011,111,Galax City ,English:Reading,"White, not of Hispanic origin",M,Grade 6,SOL,English Reading,11,20,6,31,37,29.73,54.05,16.22,83.78,465
2010-2011,111,Galax City ,English:Reading,"White, not of Hispanic origin",M,Grade 7,SOL,English Reading,20,12,2,32,34,58.82,35.29,5.88,94.12,510
2010-2011,111,Galax City ,English:Reading,"White, not of Hispanic origin",M,Grade 8,SOL,English Reading,25,8,2,33,35,71.43,22.86,5.71,94.29,518
2010-2011,35,Giles County ,English:Reading,"White, not of Hispanic origin",F,Grade 3,SOL,English Reading,37,33,10,70,80,46.25,41.25,12.5,87.5,486
2010-2011,35,Giles County ,English:Reading,"White, not of Hispanic origin",F,Grade 4,SOL,English Reading,36,53,12,89,101,35.64,52.48,11.88,88.12,483
2010-2011,35,Giles County ,English:Reading,"White, not of Hispanic origin",F,Grade 5,SOL,English Reading,27,42,11,69,80,33.75,52.5,13.75,86.25,472
2010-2011,35,Giles County ,English:Reading,"White, not of Hispanic origin",F,Grade 6,SOL,English Reading,31,41,10,72,82,37.8,50,12.2,87.8,481
2010-2011,35,Giles County ,English:Reading,"White, not of Hispanic origin",F,Grade 7,SOL,English Reading,29,44,11,73,84,34.52,52.38,13.1,86.9,472
2010-2011,35,Giles County ,English:Reading,"White, not of Hispanic origin",F,Grade 8,SOL,English Reading,39,41,15,80,95,41.05,43.16,15.79,84.21,477
2010-2011,35,Giles County ,English:Reading,"White, not of Hispanic origin",M,Grade 3,SOL,English Reading,39,30,16,69,85,45.88,35.29,18.82,81.18,481
2010-2011,35,Giles County ,English:Reading,"White, not of Hispanic origin",M,Grade 4,SOL,English Reading,28,53,15,81,96,29.17,55.21,15.63,84.38,469
2010-2011,35,Giles County ,English:Reading,"White, not of Hispanic origin",M,Grade 5,SOL,English Reading,40,54,15,94,109,36.7,49.54,13.76,86.24,470
2010-2011,35,Giles County ,English:Reading,"White, not of Hispanic origin",M,Grade 6,SOL,English Reading,28,45,14,73,87,32.18,51.72,16.09,83.91,468
2010-2011,35,Giles County ,English:Reading,"White, not of Hispanic origin",M,Grade 7,SOL,English Reading,18,38,19,56,75,24,50.67,25.33,74.67,457
2010-2011,35,Giles County ,English:Reading,"White, not of Hispanic origin",M,Grade 8,SOL,English Reading,28,48,17,76,93,30.11,51.61,18.28,81.72,460
2010-2011,36,Gloucester County ,English:Reading,"White, not of Hispanic origin",F,Grade 3,SOL,English Reading,83,67,23,150,173,47.98,38.73,13.29,86.71,488
2010-2011,36,Gloucester County ,English:Reading,"White, not of Hispanic origin",F,Grade 4,SOL,English Reading,68,81,5,149,154,44.16,52.6,3.25,96.75,504
2010-2011,36,Gloucester County ,English:Reading,"White, not of Hispanic origin",F,Grade 5,SOL,English Reading,100,79,8,179,187,53.48,42.25,4.28,95.72,498
2010-2011,36,Gloucester County ,English:Reading,"White, not of Hispanic origin",F,Grade 6,SOL,English Reading,86,86,13,172,185,46.49,46.49,7.03,92.97,497
2010-2011,36,Gloucester County ,English:Reading,"White, not of Hispanic origin",F,Grade 7,SOL,English Reading,74,70,11,144,155,47.74,45.16,7.1,92.9,499
2010-2011,36,Gloucester County ,English:Reading,"White, not of Hispanic origin",F,Grade 8,SOL,English Reading,74,91,6,165,171,43.27,53.22,3.51,96.49,500
2010-2011,36,Gloucester County ,English:Reading,"White, not of Hispanic origin",M,Grade 3,SOL,English Reading,83,88,19,171,190,43.68,46.32,10,90,480
2010-2011,36,Gloucester County ,English:Reading,"White, not of Hispanic origin",M,Grade 4,SOL,English Reading,58,80,16,138,154,37.66,51.95,10.39,89.61,486
2010-2011,36,Gloucester County ,English:Reading,"White, not of Hispanic origin",M,Grade 5,SOL,English Reading,87,94,18,181,199,43.72,47.24,9.05,90.95,476
2010-2011,36,Gloucester County ,English:Reading,"White, not of Hispanic origin",M,Grade 6,SOL,English Reading,74,90,14,164,178,41.57,50.56,7.87,92.13,485
2010-2011,36,Gloucester County ,English:Reading,"White, not of Hispanic origin",M,Grade 7,SOL,English Reading,59,110,20,169,189,31.22,58.2,10.58,89.42,478
2010-2011,36,Gloucester County ,English:Reading,"White, not of Hispanic origin",M,Grade 8,SOL,English Reading,49,107,12,156,168,29.17,63.69,7.14,92.86,480
2010-2011,37,Goochland County ,English:Reading,"White, not of Hispanic origin",F,Grade 3,SOL,English Reading,44,35,3,79,82,53.66,42.68,3.66,96.34,505
2010-2011,37,Goochland County ,English:Reading,"White, not of Hispanic origin",F,Grade 4,SOL,English Reading,39,28,2,67,69,56.52,40.58,2.9,97.1,519
2010-2011,37,Goochland County ,English:Reading,"White, not of Hispanic origin",F,Grade 5,SOL,English Reading,33,20,0,53,53,62.26,37.74,0,100,511
2010-2011,37,Goochland County ,English:Reading,"White, not of Hispanic origin",F,Grade 6,SOL,English Reading,39,24,1,63,64,60.94,37.5,1.56,98.44,517
2010-2011,37,Goochland County ,English:Reading,"White, not of Hispanic origin",F,Grade 7,SOL,English Reading,41,20,0,61,61,67.21,32.79,0,100,521
2010-2011,37,Goochland County ,English:Reading,"White, not of Hispanic origin",F,Grade 8,SOL,English Reading,48,16,0,64,64,75,25,0,100,527
2010-2011,37,Goochland County ,English:Reading,"White, not of Hispanic origin",M,Grade 3,SOL,English Reading,33,19,5,52,57,57.89,33.33,8.77,91.23,503
2010-2011,37,Goochland County ,English:Reading,"White, not of Hispanic origin",M,Grade 4,SOL,English Reading,28,28,4,56,60,46.67,46.67,6.67,93.33,496
2010-2011,37,Goochland County ,English:Reading,"White, not of Hispanic origin",M,Grade 5,SOL,English Reading,37,28,1,65,66,56.06,42.42,1.52,98.48,506
2010-2011,37,Goochland County ,English:Reading,"White, not of Hispanic origin",M,Grade 6,SOL,English Reading,39,31,3,70,73,53.42,42.47,4.11,95.89,503
2010-2011,37,Goochland County ,English:Reading,"White, not of Hispanic origin",M,Grade 7,SOL,English Reading,43,32,4,75,79,54.43,40.51,5.06,94.94,498
2010-2011,37,Goochland County ,English:Reading,"White, not of Hispanic origin",M,Grade 8,SOL,English Reading,43,17,0,60,60,71.67,28.33,0,100,526
2010-2011,38,Grayson County ,English:Reading,"White, not of Hispanic origin",F,Grade 3,SOL,English Reading,22,16,12,38,50,44,32,24,76,471
2010-2011,38,Grayson County ,English:Reading,"White, not of Hispanic origin",F,Grade 4,SOL,English Reading,20,27,9,47,56,35.71,48.21,16.07,83.93,469
2010-2011,38,Grayson County ,English:Reading,"White, not of Hispanic origin",F,Grade 5,SOL,English Reading,23,31,8,54,62,37.1,50,12.9,87.1,485
2010-2011,38,Grayson County ,English:Reading,"White, not of Hispanic origin",F,Grade 6,SOL,English Reading,15,41,8,56,64,23.44,64.06,12.5,87.5,457
2010-2011,38,Grayson County ,English:Reading,"White, not of Hispanic origin",F,Grade 7,SOL,English Reading,27,39,9,66,75,36,52,12,88,471
2010-2011,38,Grayson County ,English:Reading,"White, not of Hispanic origin",F,Grade 8,SOL,English Reading,35,34,4,69,73,47.95,46.58,5.48,94.52,495
2010-2011,38,Grayson County ,English:Reading,"White, not of Hispanic origin",M,Grade 3,SOL,English Reading,21,34,17,55,72,29.17,47.22,23.61,76.39,454
2010-2011,38,Grayson County ,English:Reading,"White, not of Hispanic origin",M,Grade 4,SOL,English Reading,21,24,10,45,55,38.18,43.64,18.18,81.82,470
2010-2011,38,Grayson County ,English:Reading,"White, not of Hispanic origin",M,Grade 5,SOL,English Reading,19,41,7,60,67,28.36,61.19,10.45,89.55,470
2010-2011,38,Grayson County ,English:Reading,"White, not of Hispanic origin",M,Grade 6,SOL,English Reading,32,32,9,64,73,43.84,43.84,12.33,87.67,481
2010-2011,38,Grayson County ,English:Reading,"White, not of Hispanic origin",M,Grade 7,SOL,English Reading,25,34,5,59,64,39.06,53.13,7.81,92.19,479
2010-2011,38,Grayson County ,English:Reading,"White, not of Hispanic origin",M,Grade 8,SOL,English Reading,30,34,16,64,80,37.5,42.5,20,80,466
2010-2011,39,Greene County ,English:Reading,"White, not of Hispanic origin",F,Grade 3,SOL,English Reading,29,41,13,70,83,34.94,49.4,15.66,84.34,472
2010-2011,39,Greene County ,English:Reading,"White, not of Hispanic origin",F,Grade 4,SOL,English Reading,27,30,9,57,66,40.91,45.45,13.64,86.36,489
2010-2011,39,Greene County ,English:Reading,"White, not of Hispanic origin",F,Grade 5,SOL,English Reading,37,27,9,64,73,50.68,36.99,12.33,87.67,484
2010-2011,39,Greene County ,English:Reading,"White, not of Hispanic origin",F,Grade 6,SOL,English Reading,42,35,12,77,89,47.19,39.33,13.48,86.52,488
2010-2011,39,Greene County ,English:Reading,"White, not of Hispanic origin",F,Grade 7,SOL,English Reading,28,25,5,53,58,48.28,43.1,8.62,91.38,499
2010-2011,39,Greene County ,English:Reading,"White, not of Hispanic origin",F,Grade 8,SOL,English Reading,37,44,2,81,83,44.58,53.01,2.41,97.59,493
2010-2011,39,Greene County ,English:Reading,"White, not of Hispanic origin",M,Grade 3,SOL,English Reading,29,38,20,67,87,33.33,43.68,22.99,77.01,458
2010-2011,39,Greene County ,English:Reading,"White, not of Hispanic origin",M,Grade 4,SOL,English Reading,22,60,16,82,98,22.45,61.22,16.33,83.67,463
2010-2011,39,Greene County ,English:Reading,"White, not of Hispanic origin",M,Grade 5,SOL,English Reading,33,51,18,84,102,32.35,50,17.65,82.35,464
2010-2011,39,Greene County ,English:Reading,"White, not of Hispanic origin",M,Grade 6,SOL,English Reading,29,47,18,76,94,30.85,50,19.15,80.85,462
2010-2011,39,Greene County ,English:Reading,"White, not of Hispanic origin",M,Grade 7,SOL,English Reading,28,47,13,75,88,31.82,53.41,14.77,85.23,473
2010-2011,39,Greene County ,English:Reading,"White, not of Hispanic origin",M,Grade 8,SOL,English Reading,49,38,11,87,98,50,38.78,11.22,88.78,492
2010-2011,40,Greensville County ,English:Reading,"White, not of Hispanic origin",F,Grade 3,SOL,English Reading,12,11,3,23,26,46.15,42.31,11.54,88.46,493
2010-2011,40,Greensville County ,English:Reading,"White, not of Hispanic origin",F,Grade 4,SOL,English Reading,13,9,1,22,23,56.52,39.13,4.35,95.65,522
2010-2011,40,Greensville County ,English:Reading,"White, not of Hispanic origin",F,Grade 5,SOL,English Reading,8,13,3,21,24,33.33,54.17,12.5,87.5,477
2010-2011,40,Greensville County ,English:Reading,"White, not of Hispanic origin",F,Grade 6,SOL,English Reading,11,7,1,18,19,57.89,36.84,5.26,94.74,506
2010-2011,40,Greensville County ,English:Reading,"White, not of Hispanic origin",F,Grade 7,SOL,English Reading,6,14,5,20,25,24,56,20,80,451
2010-2011,40,Greensville County ,English:Reading,"White, not of Hispanic origin",F,Grade 8,SOL,English Reading,12,16,3,28,31,38.71,51.61,9.68,90.32,469
2010-2011,40,Greensville County ,English:Reading,"White, not of Hispanic origin",M,Grade 3,SOL,English Reading,14,14,3,28,31,45.16,45.16,9.68,90.32,495
2010-2011,40,Greensville County ,English:Reading,"White, not of Hispanic origin",M,Grade 4,SOL,English Reading,6,14,2,20,22,27.27,63.64,9.09,90.91,482
2010-2011,40,Greensville County ,English:Reading,"White, not of Hispanic origin",M,Grade 5,SOL,English Reading,5,8,4,13,17,29.41,47.06,23.53,76.47,461
2010-2011,40,Greensville County ,English:Reading,"White, not of Hispanic origin",M,Grade 6,SOL,English Reading,10,9,2,19,21,47.62,42.86,9.52,90.48,496
2010-2011,40,Greensville County ,English:Reading,"White, not of Hispanic origin",M,Grade 7,SOL,English Reading,6,13,3,19,22,27.27,59.09,13.64,86.36,468
2010-2011,40,Greensville County ,English:Reading,"White, not of Hispanic origin",M,Grade 8,SOL,English Reading,14,15,3,29,32,43.75,46.88,9.38,90.63,492
2010-2011,41,Halifax County ,English:Reading,"White, not of Hispanic origin",F,Grade 3,SOL,English Reading,52,50,16,102,118,44.07,42.37,13.56,86.44,489
2010-2011,41,Halifax County ,English:Reading,"White, not of Hispanic origin",F,Grade 4,SOL,English Reading,60,33,13,93,106,56.6,31.13,12.26,87.74,504
2010-2011,41,Halifax County ,English:Reading,"White, not of Hispanic origin",F,Grade 5,SOL,English Reading,39,66,7,105,112,34.82,58.93,6.25,93.75,487
2010-2011,41,Halifax County ,English:Reading,"White, not of Hispanic origin",F,Grade 6,SOL,English Reading,45,44,11,89,100,45,44,11,89,489
2010-2011,41,Halifax County ,English:Reading,"White, not of Hispanic origin",F,Grade 7,SOL,English Reading,47,45,24,92,116,40.52,38.79,20.69,79.31,471
2010-2011,41,Halifax County ,English:Reading,"White, not of Hispanic origin",F,Grade 8,SOL,English Reading,43,47,10,90,100,43,47,10,90,485
2010-2011,41,Halifax County ,English:Reading,"White, not of Hispanic origin",M,Grade 3,SOL,English Reading,42,50,8,92,100,42,50,8,92,484
2010-2011,41,Halifax County ,English:Reading,"White, not of Hispanic origin",M,Grade 4,SOL,English Reading,55,32,10,87,97,56.7,32.99,10.31,89.69,501
2010-2011,41,Halifax County ,English:Reading,"White, not of Hispanic origin",M,Grade 5,SOL,English Reading,43,75,7,118,125,34.4,60,5.6,94.4,480
2010-2011,41,Halifax County ,English:Reading,"White, not of Hispanic origin",M,Grade 6,SOL,English Reading,43,56,24,99,123,34.96,45.53,19.51,80.49,467
2010-2011,41,Halifax County ,English:Reading,"White, not of Hispanic origin",M,Grade 7,SOL,English Reading,45,38,19,83,102,44.12,37.25,18.63,81.37,474
2010-2011,41,Halifax County ,English:Reading,"White, not of Hispanic origin",M,Grade 8,SOL,English Reading,49,34,14,83,97,50.52,35.05,14.43,85.57,484
2010-2011,112,Hampton City ,English:Reading,"White, not of Hispanic origin",F,Grade 3,SOL,English Reading,104,85,23,189,212,49.06,40.09,10.85,89.15,485
2010-2011,112,Hampton City ,English:Reading,"White, not of Hispanic origin",F,Grade 4,SOL,English Reading,95,70,15,165,180,52.78,38.89,8.33,91.67,500
2010-2011,112,Hampton City ,English:Reading,"White, not of Hispanic origin",F,Grade 5,SOL,English Reading,78,106,37,184,221,35.29,47.96,16.74,83.26,466
2010-2011,112,Hampton City ,English:Reading,"White, not of Hispanic origin",F,Grade 6,SOL,English Reading,81,91,19,172,191,42.41,47.64,9.95,90.05,485
2010-2011,112,Hampton City ,English:Reading,"White, not of Hispanic origin",F,Grade 7,SOL,English Reading,53,122,22,175,197,26.9,61.93,11.17,88.83,471
2010-2011,112,Hampton City ,English:Reading,"White, not of Hispanic origin",F,Grade 8,SOL,English Reading,105,99,8,204,212,49.53,46.7,3.77,96.23,503
2010-2011,112,Hampton City ,English:Reading,"White, not of Hispanic origin",M,Grade 3,SOL,English Reading,76,93,35,169,204,37.25,45.59,17.16,82.84,465
2010-2011,112,Hampton City ,English:Reading,"White, not of Hispanic origin",M,Grade 4,SOL,English Reading,81,108,20,189,209,38.76,51.67,9.57,90.43,483
2010-2011,112,Hampton City ,English:Reading,"White, not of Hispanic origin",M,Grade 5,SOL,English Reading,55,94,47,149,196,28.06,47.96,23.98,76.02,450
2010-2011,112,Hampton City ,English:Reading,"White, not of Hispanic origin",M,Grade 6,SOL,English Reading,89,109,32,198,230,38.7,47.39,13.91,86.09,479
2010-2011,112,Hampton City ,English:Reading,"White, not of Hispanic origin",M,Grade 7,SOL,English Reading,61,114,30,175,205,29.76,55.61,14.63,85.37,472
2010-2011,112,Hampton City ,English:Reading,"White, not of Hispanic origin",M,Grade 8,SOL,English Reading,80,117,20,197,217,36.87,53.92,9.22,90.78,484
2010-2011,42,Hanover County ,English:Reading,"White, not of Hispanic origin",F,Grade 3,SOL,English Reading,319,178,29,497,526,60.65,33.84,5.51,94.49,509
2010-2011,42,Hanover County ,English:Reading,"White, not of Hispanic origin",F,Grade 4,SOL,English Reading,356,157,20,513,533,66.79,29.46,3.75,96.25,525
2010-2011,42,Hanover County ,English:Reading,"White, not of Hispanic origin",F,Grade 5,SOL,English Reading,324,229,16,553,569,56.94,40.25,2.81,97.19,508
2010-2011,42,Hanover County ,English:Reading,"White, not of Hispanic origin",F,Grade 6,SOL,English Reading,332,230,39,562,601,55.24,38.27,6.49,93.51,509
2010-2011,42,Hanover County ,English:Reading,"White, not of Hispanic origin",F,Grade 7,SOL,English Reading,276,275,23,551,574,48.08,47.91,4.01,95.99,500
2010-2011,42,Hanover County ,English:Reading,"White, not of Hispanic origin",F,Grade 8,SOL,English Reading,311,236,30,547,577,53.9,40.9,5.2,94.8,504
2010-2011,42,Hanover County ,English:Reading,"White, not of Hispanic origin",M,Grade 3,SOL,English Reading,274,200,57,474,531,51.6,37.66,10.73,89.27,492
2010-2011,42,Hanover County ,English:Reading,"White, not of Hispanic origin",M,Grade 4,SOL,English Reading,330,239,37,569,606,54.46,39.44,6.11,93.89,503
